Dataset 1,Column 1,Similar Column 1,Similar Column 2,Similar Column 3
cleaned_table_15.csv,qe10a,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,Region,"Table cleaned_table_16.csv, Column 9, Overlap: 112","Table cleaned_table_16.csv, Column 12, Overlap: 109","Table cleaned_table_16.csv, Column 8, Overlap: 1"
cleaned_table_15.csv,qd12_8_other,"Table cleaned_table_16.csv, Column 10, Overlap: 184","Table cleaned_table_13.csv, Column 19, Overlap: 10","Table cleaned_table_8.csv, Column 1, Overlap: 9"
cleaned_table_15.csv,qj3_1,"Table cleaned_table_18.csv, Column 5, Overlap: 16","Table cleaned_table_13.csv, Column 0, Overlap: 16","Table cleaned_table_14.csv, Column 5, Overlap: 16"
cleaned_table_15.csv,qb6,"Table cleaned_table_16.csv, Column 9, Overlap: 110","Table cleaned_table_16.csv, Column 12, Overlap: 108","Table cleaned_table_16.csv, Column 8, Overlap: 1"
cleaned_table_15.csv,SEG,"Table cleaned_table_16.csv, Column 13, Overlap: 70","Table cleaned_table_16.csv, Column 8, Overlap: 1","Table cleaned_table_16.csv, Column 17, Overlap: 1"
cleaned_table_15.csv,qc4_5,"Table cleaned_table_16.csv, Column 14, Overlap: 37","Table cleaned_table_16.csv, Column 8, Overlap: 1","Table cleaned_table_16.csv, Column 17, Overlap: 1"
cleaned_table_15.csv,qe5_5,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,qc1_1_2,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,qe5_4,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,QD1_2,"Table cleaned_table_1.csv, Column 43, Overlap: 35","Table cleaned_table_2.csv, Column 43, Overlap: 35","Table cleaned_table_0.csv, Column 30, Overlap: 35"
cleaned_table_15.csv,qc1_1_1,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,qh1_2,"Table cleaned_table_16.csv, Column 20, Overlap: 25","Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19"
cleaned_table_15.csv,qj4_4,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,qe11_10,"Table cleaned_table_16.csv, Column 22, Overlap: 50","Table cleaned_table_16.csv, Column 28, Overlap: 48","Table cleaned_table_16.csv, Column 26, Overlap: 37"
cleaned_table_15.csv,qg5,"Table cleaned_table_16.csv, Column 23, Overlap: 43","Table cleaned_table_16.csv, Column 31, Overlap: 37","Table cleaned_table_16.csv, Column 20, Overlap: 3"
cleaned_table_15.csv,qi2a_8,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,qe10_10,"Table cleaned_table_16.csv, Column 27, Overlap: 11","Table cleaned_table_16.csv, Column 30, Overlap: 11","Table cleaned_table_16.csv, Column 2, Overlap: 11"
cleaned_table_15.csv,qd12_8,"Table cleaned_table_16.csv, Column 22, Overlap: 42","Table cleaned_table_16.csv, Column 28, Overlap: 42","Table cleaned_table_16.csv, Column 26, Overlap: 36"
cleaned_table_15.csv,qc1_3_1,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,qd12_7,"Table cleaned_table_16.csv, Column 22, Overlap: 49","Table cleaned_table_16.csv, Column 28, Overlap: 48","Table cleaned_table_16.csv, Column 26, Overlap: 36"
cleaned_table_15.csv,qi1_3,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,qe5_10,"Table cleaned_table_16.csv, Column 27, Overlap: 19","Table cleaned_table_16.csv, Column 8, Overlap: 19","Table cleaned_table_16.csv, Column 17, Overlap: 19"
cleaned_table_15.csv,qg6,"Table cleaned_table_16.csv, Column 23, Overlap: 41","Table cleaned_table_16.csv, Column 31, Overlap: 37","Table cleaned_table_16.csv, Column 7, Overlap: 5"
cleaned_table_16.csv,qd13_9,"Table cleaned_table_15.csv, Column 8, Overlap: 19","Table cleaned_table_15.csv, Column 17, Overlap: 19","Table cleaned_table_15.csv, Column 20, Overlap: 19"
cleaned_table_16.csv,qc1_5_2,"Table cleaned_table_15.csv, Column 8, Overlap: 19","Table cleaned_table_15.csv, Column 17, Overlap: 19","Table cleaned_table_15.csv, Column 20, Overlap: 19"
cleaned_table_16.csv,qc1_3_7,"Table cleaned_table_15.csv, Column 2, Overlap: 13","Table cleaned_table_15.csv, Column 8, Overlap: 13","Table cleaned_table_15.csv, Column 17, Overlap: 13"
cleaned_table_16.csv,qd13_4,"Table cleaned_table_15.csv, Column 8, Overlap: 19","Table cleaned_table_15.csv, Column 17, Overlap: 19","Table cleaned_table_15.csv, Column 20, Overlap: 19"
cleaned_table_16.csv,qe10_1,"Table cleaned_table_15.csv, Column 8, Overlap: 19","Table cleaned_table_15.csv, Column 17, Overlap: 19","Table cleaned_table_15.csv, Column 20, Overlap: 19"
cleaned_table_16.csv,qc1_3_5,"Table cleaned_table_15.csv, Column 8, Overlap: 14","Table cleaned_table_15.csv, Column 17, Overlap: 14","Table cleaned_table_15.csv, Column 20, Overlap: 14"
cleaned_table_16.csv,qi1_6,"Table cleaned_table_15.csv, Column 8, Overlap: 19","Table cleaned_table_15.csv, Column 17, Overlap: 19","Table cleaned_table_15.csv, Column 20, Overlap: 19"
cleaned_table_16.csv,qj1,"Table cleaned_table_15.csv, Column 7, Overlap: 66","Table cleaned_table_15.csv, Column 20, Overlap: 6","Table cleaned_table_15.csv, Column 31, Overlap: 5"
cleaned_table_16.csv,qe10a,"Table cleaned_table_15.csv, Column 8, Overlap: 19","Table cleaned_table_15.csv, Column 17, Overlap: 19","Table cleaned_table_15.csv, Column 20, Overlap: 19"
cleaned_table_16.csv,Region,"Table cleaned_table_15.csv, Column 9, Overlap: 112","Table cleaned_table_15.csv, Column 12, Overlap: 110","Table cleaned_table_15.csv, Column 20, Overlap: 1"
cleaned_table_16.csv,qd12_8_other,"Table cleaned_table_15.csv, Column 10, Overlap: 184","Table cleaned_table_13.csv, Column 19, Overlap: 8","Table cleaned_table_8.csv, Column 1, Overlap: 7"
cleaned_table_16.csv,qj3_1,"Table cleaned_table_18.csv, Column 5, Overlap: 14","Table cleaned_table_13.csv, Column 0, Overlap: 14","Table cleaned_table_14.csv, Column 5, Overlap: 14"
cleaned_table_16.csv,qb6,"Table cleaned_table_15.csv, Column 9, Overlap: 109","Table cleaned_table_15.csv, Column 12, Overlap: 108","Table cleaned_table_15.csv, Column 20, Overlap: 1"
cleaned_table_16.csv,SEG,"Table cleaned_table_15.csv, Column 13, Overlap: 70","Table cleaned_table_15.csv, Column 20, Overlap: 1","Table cleaned_table_12.csv, Column 14, Overlap: 1"
cleaned_table_16.csv,qc4_5,"Table cleaned_table_15.csv, Column 14, Overlap: 37","Table cleaned_table_15.csv, Column 20, Overlap: 1","Table cleaned_table_12.csv, Column 14, Overlap: 1"
cleaned_table_16.csv,qe5_5,"Table cleaned_table_15.csv, Column 8, Overlap: 17","Table cleaned_table_15.csv, Column 17, Overlap: 17","Table cleaned_table_15.csv, Column 20, Overlap: 17"
cleaned_table_16.csv,qc1_1_2,"Table cleaned_table_15.csv, Column 8, Overlap: 19","Table cleaned_table_15.csv, Column 17, Overlap: 19","Table cleaned_table_15.csv, Column 20, Overlap: 19"
cleaned_table_16.csv,qe5_4,"Table cleaned_table_15.csv, Column 8, Overlap: 19","Table cleaned_table_15.csv, Column 17, Overlap: 19","Table cleaned_table_15.csv, Column 20, Overlap: 19"
cleaned_table_16.csv,QD1_2,"Table cleaned_table_2.csv, Column 35, Overlap: 30","Table cleaned_table_0.csv, Column 7, Overlap: 30","Table cleaned_table_0.csv, Column 25, Overlap: 30"
cleaned_table_16.csv,qc1_1_1,"Table cleaned_table_15.csv, Column 8, Overlap: 19","Table cleaned_table_15.csv, Column 17, Overlap: 19","Table cleaned_table_15.csv, Column 20, Overlap: 19"
cleaned_table_16.csv,qh1_2,"Table cleaned_table_15.csv, Column 20, Overlap: 25","Table cleaned_table_15.csv, Column 8, Overlap: 19","Table cleaned_table_15.csv, Column 17, Overlap: 19"
cleaned_table_16.csv,qj4_4,"Table cleaned_table_15.csv, Column 8, Overlap: 18","Table cleaned_table_15.csv, Column 17, Overlap: 18","Table cleaned_table_15.csv, Column 20, Overlap: 18"
cleaned_table_16.csv,qe11_10,"Table cleaned_table_15.csv, Column 22, Overlap: 50","Table cleaned_table_15.csv, Column 28, Overlap: 49","Table cleaned_table_15.csv, Column 26, Overlap: 42"
cleaned_table_16.csv,qg5,"Table cleaned_table_15.csv, Column 23, Overlap: 43","Table cleaned_table_15.csv, Column 31, Overlap: 41","Table cleaned_table_15.csv, Column 7, Overlap: 4"
cleaned_table_16.csv,qi2a_8,"Table cleaned_table_15.csv, Column 8, Overlap: 19","Table cleaned_table_15.csv, Column 17, Overlap: 19","Table cleaned_table_15.csv, Column 20, Overlap: 19"
cleaned_table_16.csv,qe10_10,"Table cleaned_table_15.csv, Column 2, Overlap: 13","Table cleaned_table_15.csv, Column 8, Overlap: 13","Table cleaned_table_15.csv, Column 17, Overlap: 13"
cleaned_table_16.csv,qd12_8,"Table cleaned_table_15.csv, Column 22, Overlap: 37","Table cleaned_table_15.csv, Column 26, Overlap: 36","Table cleaned_table_15.csv, Column 28, Overlap: 36"
cleaned_table_16.csv,qc1_3_1,"Table cleaned_table_15.csv, Column 8, Overlap: 19","Table cleaned_table_15.csv, Column 17, Overlap: 19","Table cleaned_table_15.csv, Column 20, Overlap: 19"
cleaned_table_16.csv,qd12_7,"Table cleaned_table_15.csv, Column 22, Overlap: 48","Table cleaned_table_15.csv, Column 28, Overlap: 48","Table cleaned_table_15.csv, Column 26, Overlap: 42"
cleaned_table_16.csv,qi1_3,"Table cleaned_table_15.csv, Column 8, Overlap: 19","Table cleaned_table_15.csv, Column 17, Overlap: 19","Table cleaned_table_15.csv, Column 20, Overlap: 19"
cleaned_table_16.csv,qe5_10,"Table cleaned_table_15.csv, Column 8, Overlap: 17","Table cleaned_table_15.csv, Column 17, Overlap: 17","Table cleaned_table_15.csv, Column 20, Overlap: 17"
cleaned_table_16.csv,qg6,"Table cleaned_table_15.csv, Column 31, Overlap: 37","Table cleaned_table_15.csv, Column 23, Overlap: 37","Table cleaned_table_15.csv, Column 20, Overlap: 4"
cleaned_table_17.csv,received_date,"Table cleaned_table_18.csv, Column 0, Overlap: 3489",,
cleaned_table_17.csv,Auth_Description,"Table cleaned_table_18.csv, Column 1, Overlap: 34",,
cleaned_table_17.csv,Op_Name,"Table cleaned_table_18.csv, Column 2, Overlap: 186",,
cleaned_table_17.csv,Short Notice Short Notice,"Table cleaned_table_16.csv, Column 27, Overlap: 2","Table cleaned_table_16.csv, Column 30, Overlap: 2","Table cleaned_table_15.csv, Column 2, Overlap: 2"
cleaned_table_17.csv,Description,"Table cleaned_table_18.csv, Column 4, Overlap: 3",,
cleaned_table_17.csv,Variation Number Variation Number,"Table cleaned_table_13.csv, Column 0, Overlap: 62","Table cleaned_table_4.csv, Column 10, Overlap: 62","Table cleaned_table_8.csv, Column 1, Overlap: 62"
cleaned_table_17.csv,Service_Type_Other_Details,"Table cleaned_table_18.csv, Column 6, Overlap: 3315",,
cleaned_table_18.csv,received_date,"Table cleaned_table_17.csv, Column 0, Overlap: 3489",,
cleaned_table_18.csv,Auth_Description,"Table cleaned_table_17.csv, Column 1, Overlap: 34",,
cleaned_table_18.csv,Op_Name,"Table cleaned_table_17.csv, Column 2, Overlap: 186",,
cleaned_table_18.csv,Short Notice Short Notice,"Table cleaned_table_16.csv, Column 27, Overlap: 2","Table cleaned_table_16.csv, Column 30, Overlap: 2","Table cleaned_table_15.csv, Column 2, Overlap: 2"
cleaned_table_18.csv,Description,"Table cleaned_table_17.csv, Column 4, Overlap: 3",,
cleaned_table_18.csv,Variation Number Variation Number,"Table cleaned_table_13.csv, Column 0, Overlap: 61","Table cleaned_table_4.csv, Column 10, Overlap: 61","Table cleaned_table_8.csv, Column 1, Overlap: 61"
cleaned_table_18.csv,Service_Type_Other_Details,"Table cleaned_table_17.csv, Column 6, Overlap: 3315",,
