Dataset 1,Dataset 2,Relation,Column 1,Column 2,Set Containment
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,STN_TYP,AT_GRADE_OTHER,1.0
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,STN_TYP,F_SYSTEM,1.0
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,STN_TYP,SN_D,1.0
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,MEDIAN_WIDTH,1.0
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,TYPE_SIGNAL,0.8
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,HORZ_ALIGN,0.8
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,COUNTY_CODE,1.0
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,BEGIN_LRS,0.8
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,PEAK_LANES,0.8
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,WIDE_FEAS,0.8
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,PAVEMENT_TYPE,0.8
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,TURN_LANES_L,0.8
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,SECTION_LENGTH,0.8
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,URBAN_CODE,1.0
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,STANDARD_TRAFFIC_CATEGORY,0.8
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,AT_GRADE_OTHER,0.8
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,SN_D,0.8
cleaned_table_9.csv,cleaned_table_13.csv,JOIN,CLD_AMT_CODE_1,PSR,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,STN_TYP,LANE_WIDTH,1.0
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,STN_TYP,PERC_COMBINATION,1.0
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,STN_TYP,URBAN_CODE,1.0
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,STN_TYP,THROUGH_LANES,1.0
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,STN_TYP,SHOULDER_WIDTH_L,1.0
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,STN_TYP,AT_GRADE_SIGNS,1.0
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,STN_TYP,F_SYSTEM,1.0
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,STN_TYP,AT_GRADE_OTHER,1.0
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,STN_TYP,AT_GRADE_SIGNAL,1.0
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,CURVES_A,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,PERC_COMBINATION,1.0
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,HORZ_ALIGN,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,WIDE_FEAS,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,URBAN_CODE,1.0
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,THROUGH_LANES,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,DONUT_VOLUME_GROUP,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,SHOULDER_WIDTH_L,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,GF_SYSTEM,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,AT_GRADE_SIGNS,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,OWNERSHIP,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,AT_GRADE_OTHER,1.0
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,MEDIAN_TYPE,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,AT_GRADE_SIGNAL,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,GRADES_A,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,PSR,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,ROUTE_QUALIFIER,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,SHOULDER_TYPE,0.8
cleaned_table_9.csv,cleaned_table_14.csv,JOIN,CLD_AMT_CODE_1,VERT_ALIGN,0.8
cleaned_table_9.csv,cleaned_table_15.csv,JOIN,STN_TYP,qj3_1,1.0
cleaned_table_9.csv,cleaned_table_15.csv,JOIN,STN_TYP,QD1_2,1.0
cleaned_table_9.csv,cleaned_table_15.csv,JOIN,CLD_AMT_CODE_1,qj3_1,0.8
cleaned_table_9.csv,cleaned_table_15.csv,JOIN,CLD_AMT_CODE_1,QD1_2,0.8
cleaned_table_9.csv,cleaned_table_16.csv,JOIN,STN_TYP,qj3_1,1.0
cleaned_table_9.csv,cleaned_table_16.csv,JOIN,STN_TYP,QD1_2,1.0
cleaned_table_9.csv,cleaned_table_16.csv,JOIN,CLD_AMT_CODE_1,qj3_1,0.8
cleaned_table_9.csv,cleaned_table_16.csv,JOIN,CLD_AMT_CODE_1,QD1_2,0.8
cleaned_table_9.csv,cleaned_table_17.csv,JOIN,STN_TYP,Variation Number Variation Number,1.0
cleaned_table_9.csv,cleaned_table_17.csv,JOIN,CLD_AMT_CODE_1,Variation Number Variation Number,1.0
cleaned_table_9.csv,cleaned_table_18.csv,JOIN,STN_TYP,Variation Number Variation Number,1.0
cleaned_table_9.csv,cleaned_table_18.csv,JOIN,CLD_AMT_CODE_1,Variation Number Variation Number,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,AVG WND DIR 10M PST10MTS,AVG WND DIR 10M PST10MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,AVG WND DIR 10M PST10MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,MAX AIR TEMP PST6HRS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,PCPN AMT PST6HRS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,AVG MSLP PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,LTNG DIS RMK,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,AVG VIS PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,DNSTY ALTD,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,MX WND GST SPD 10M PST10MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,AVG WND DIR 10M PST2MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,MAX PK WND SPD 10M PST1HR,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,AVG WND SPD 10M PST2MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,AVG REL HUM PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,MIN AIR TEMP PST24HRS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,MAX AIR TEMP PST24HRS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,PCPN AMT PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST6HRS,MAX WND SPD 10M PST1HR,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,FLD ELEV,FLD ELEV,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,PCPN AMT PST6HRS,PCPN AMT PST6HRS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,DATA ATTRIB NOT,DATA ATTRIB NOT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,BARO ELEV,BARO ELEV,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,AVG MSLP PST1MT,AVG MSLP PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MSC ID,MSC ID,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,LTNG DIS RMK,LTNG DIS RMK,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,AVG VIS PST1MT,AVG VIS PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,DNSTY ALTD,DNSTY ALTD,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MX WND GST SPD 10M PST10MTS,MX WND GST SPD 10M PST10MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MX WND GST SPD 10M PST10MTS,MAX WND SPD 10M PST1HR,0.8
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,AVG WND DIR 10M PST2MTS,AVG WND DIR 10M PST10MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,AVG WND DIR 10M PST2MTS,AVG WND DIR 10M PST2MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX PK WND SPD 10M PST1HR,MX WND GST SPD 10M PST10MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX PK WND SPD 10M PST1HR,MAX PK WND SPD 10M PST1HR,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX PK WND SPD 10M PST1HR,AVG WND SPD 10M PST2MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX PK WND SPD 10M PST1HR,MAX WND SPD 10M PST1HR,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,AVG WND SPD 10M PST2MTS,AVG WND SPD 10M PST2MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,DATA PAYLOAD URI,DATA PAYLOAD URI,0.9904370860927152
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,AVG REL HUM PST1MT,AVG REL HUM PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,AVG WND DIR 10M PST10MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,MAX AIR TEMP PST6HRS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,PCPN AMT PST6HRS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,AVG MSLP PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,LTNG DIS RMK,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,AVG VIS PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,DNSTY ALTD,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,MX WND GST SPD 10M PST10MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,AVG WND DIR 10M PST2MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,MAX PK WND SPD 10M PST1HR,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,AVG WND SPD 10M PST2MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,AVG REL HUM PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,MIN AIR TEMP PST24HRS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,MAX AIR TEMP PST24HRS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,PCPN AMT PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MIN AIR TEMP PST24HRS,MAX WND SPD 10M PST1HR,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,AVG WND DIR 10M PST10MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,MAX AIR TEMP PST6HRS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,PCPN AMT PST6HRS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,AVG MSLP PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,LTNG DIS RMK,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,AVG VIS PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,DNSTY ALTD,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,MX WND GST SPD 10M PST10MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,AVG WND DIR 10M PST2MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,MAX PK WND SPD 10M PST1HR,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,AVG WND SPD 10M PST2MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,AVG REL HUM PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,MIN AIR TEMP PST24HRS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,MAX AIR TEMP PST24HRS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,PCPN AMT PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX AIR TEMP PST24HRS,MAX WND SPD 10M PST1HR,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,PCPN AMT PST1MT,PCPN AMT PST1MT,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX WND SPD 10M PST1HR,MX WND GST SPD 10M PST10MTS,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,MAX WND SPD 10M PST1HR,MAX WND SPD 10M PST1HR,1.0
cleaned_table_11.csv,cleaned_table_12.csv,JOIN,OBS DATETIME UTC,OBS DATETIME UTC,0.9970131421744325
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,MEDIAN_WIDTH,URBAN_CODE,0.8743169398907104
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,MEDIAN_WIDTH,IRI,0.8743169398907104
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,GRADES_E,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,SURV_H,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,CURVES_A,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,PERC_COMBINATION,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,SURV_G,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,HORZ_ALIGN,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,URBAN_CODE,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,DONUT_VOLUME_GROUP,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,IS_DONUT,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,SHOULDER_WIDTH_L,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,UNBUILT_FACILITY,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,AT_GRADE_SIGNS,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,AT_GRADE_OTHER,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,AT_GRADE_SIGNAL,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,PEAK_PARKING,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,GRADES_A,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,SURV_D,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,PSR,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,CURVES_B,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,ROUTE_QUALIFIER,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,SURV_I,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_G,VERT_ALIGN,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,CURVES_A,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,PERC_COMBINATION,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,HORZ_ALIGN,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,WIDE_FEAS,0.8
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,URBAN_CODE,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,THROUGH_LANES,0.8
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,DONUT_VOLUME_GROUP,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,SHOULDER_WIDTH_L,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,GF_SYSTEM,0.8
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,AT_GRADE_SIGNS,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,OWNERSHIP,0.8
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,AT_GRADE_OTHER,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,MEDIAN_TYPE,0.8
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,AT_GRADE_SIGNAL,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,PEAK_PARKING,0.8
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,GRADES_A,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,PSR,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,ROUTE_QUALIFIER,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,SHOULDER_TYPE,0.8
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,TYPE_SIGNAL,VERT_ALIGN,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,K_FACTOR,PERC_COMBINATION,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,K_FACTOR,URBAN_CODE,0.9354838709677419
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,K_FACTOR,AT_GRADE_SIGNS,0.8064516129032258
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,K_FACTOR,AT_GRADE_OTHER,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,GRADES_E,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,SURV_H,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,CURVES_A,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,PERC_COMBINATION,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,SURV_G,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,HORZ_ALIGN,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,URBAN_CODE,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,DONUT_VOLUME_GROUP,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,IS_DONUT,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,SHOULDER_WIDTH_L,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,UNBUILT_FACILITY,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,AT_GRADE_SIGNS,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,AT_GRADE_OTHER,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,AT_GRADE_SIGNAL,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,PEAK_PARKING,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,GRADES_A,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,SURV_D,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,PSR,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,CURVES_B,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,ROUTE_QUALIFIER,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,SURV_I,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_D,VERT_ALIGN,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,GRADES_E,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,SURV_H,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,CURVES_A,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,PERC_COMBINATION,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,SURV_G,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,HORZ_ALIGN,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,WIDE_FEAS,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,URBAN_CODE,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,THROUGH_LANES,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,DONUT_VOLUME_GROUP,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,IS_DONUT,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,SHOULDER_WIDTH_L,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,GF_SYSTEM,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,ACCESS_CONTROL,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,UNBUILT_FACILITY,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,AT_GRADE_SIGNS,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,F_SYSTEM,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,OWNERSHIP,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,AT_GRADE_OTHER,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,MEDIAN_TYPE,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,IS_SAMPLE,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,AT_GRADE_SIGNAL,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,PEAK_PARKING,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,GRADES_A,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,SURV_D,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,PSR,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,CURVES_B,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,ROUTE_QUALIFIER,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,SHOULDER_TYPE,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,SURV_I,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,IS_SAMPLE,VERT_ALIGN,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SPEED_LIMIT,PERC_COMBINATION,0.8
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SPEED_LIMIT,URBAN_CODE,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SPEED_LIMIT,SPEED_LIMIT,0.9333333333333333
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_E,GRADES_E,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_E,SURV_H,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_E,CURVES_A,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_E,PERC_COMBINATION,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_E,SURV_G,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_E,HORZ_ALIGN,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_E,URBAN_CODE,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_E,DONUT_VOLUME_GROUP,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_E,IS_DONUT,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_E,SHOULDER_WIDTH_L,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_E,UNBUILT_FACILITY,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_E,AT_GRADE_SIGNS,1.0
cleaned_table_13.csv,cleaned_table_14.csv,JOIN,SURV_E,AT_GRADE_OTHER,1.0
