qd13_9,qc1_5_2,qc1_3_7,qd13_4,qe10_1,qc1_3_5,qi1_6,qj1,qe10a,Region,qd12_8_other,qj3_1,qb6,SEG,qc4_5,qe5_5,qc1_1_2,qe5_4,QD1_2,qc1_1_1,qh1_2,qj4_4,qe11_10,qg5,qi2a_8,qe10_10,qd12_8,qc1_3_1,qd12_7,qi1_3,qe5_10,qg6
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) retired,No,East Midlands,X,2,East Midlands,Semi-skilled or unskilled manual worker,Fairly important,,Yes,,0.0,Yes,No,No,No change,Neither satisfied or dissatisfied,No,No,Slightly less,Yes,No change,No,,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,,East Anglia/East of England,x,3,East Anglia/East of England,"Intermediate managerial, administrative or professional",Essential,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,No,No change,Yes,No change,No,No,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,East Anglia/East of England,X,2,East Anglia/East of England,"Intermediate managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,No change,,No change,No,No,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No,Yes,No,Yes,No,No,No,Working full time (30hrs+ per week),No,London/Greater London,,3,,Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker,Essential,,Yes,,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,,Rest of Scotland,,2,Rest of Scotland,"Intermediate managerial, administrative or professional",Essential,No,No,No,0.0,Yes,No,No,No change,Neither satisfied or dissatisfied,No,No,,No,No change,No,No,Fairly satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),No,East Midlands,x,2,East Midlands,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,Yes,No,0.0,Yes,No,No,No change,Fairly satisfied,No,No,No change,Yes,No change,Yes,No,Fairly satisfied
No,Yes,No,No,Yes,No,Yes,Working part time (8-29hrs per week),Yes,Rest of Scotland Rest of Scotland Rest of Scotland,X,2,Rest of Scotland,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,0.0,No,No,No,Slightly more,Fairly satisfied,No,No,Dont know,Yes,Slightly more,Yes,No,Fairly satisfied
No,No,No,Yes,No,No,No,Not working (less than 8hrs per week) retired,No,South East,X,2,South East,"Intermediate managerial, administrative or professional",Essential,No,No,Yes,0.0,Yes,No,No,Dont know,Fairly satisfied,,No,Slightly less,No,No change,No,No,Fairly satisfied
,,,,Yes,,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,West Midlands,X,5,West Midlands,Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker,,,,,0.0,,No,Yes,Much less,Very satisfied,No,No,Dont know,,Much less,No,,Very satisfied
No,No,No,Yes,No,No,No,Working full time (30hrs+ per week),,Rest of Scotland,,1,Rest of Scotland,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,10.0,No,No,No,Much less,Fairly satisfied,,No,,No,Much less,,No,Fairly satisfied
Yes,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No,Wales,X,1,Wales,Skilled manual worker,Not very important,,No,,0.0,Yes,No,No,No change,Very satisfied,No,No,Dont know,Yes,No change,No,,Very satisfied
No,No,No,No,No,No,Yes,Working part time (8-29hrs per week),No,Northern Ireland,X,1,,"Supervisor; clerical; junior managerial, administrative or professional",Irrelevant,,No,,0.0,Yes,No,No,No change,Fairly satisfied,No,No,Dont know,Yes,No change,No,,Very satisfied
,,,,No,,No,Not working (less than 8hrs per week) unemployed/ looking for work,No,North East,X,1,,Unemployed,,,,,0.0,,Yes,No,Dont know Dont know,Fairly dissatisfied,No,No,Dont know,,Dont know,No,,Fairly dissatisfied
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) retired,Yes,North East,,2,North East,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,No,No,,Very satisfied,No,No,,Yes,,No,No,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,No,Rest of Scotland,x,2,Rest of Scotland,"Intermediate managerial, administrative or professional",,,,,0.0,,Yes,No,No change,Fairly satisfied,Yes,No,Dont know,,No change,No,,Fairly satisfied
Yes,No,No,No,,No,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),No,Rest of Scotland,,1,,Semi-skilled or unskilled manual worker,Not very important,No,Yes,No,0.0,No,No,No,,Very satisfied,No,,,No,,No,No,Very satisfied
No,Yes,No,,No,No,No,Not working (less than 8hrs per week) retired,No,West Midlands,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Irrelevant,,Yes,,2.0,Yes,No,No,,Fairly satisfied,,No,,Yes,,No,,Fairly satisfied
No,No,No,No,Yes,No,Yes,Working part time (8-29hrs per week),No,Yorkshire/Humberside,,2,Yorkshire/Humberside,Skilled manual worker,Fairly important,,No,,2.0,No,I dont know,No,,Neither satisfied or dissatisfied,No,No,,No,,No,,Neither satisfied or dissatisfied
No,No,No,Yes,No,No,No,Not working (less than 8hrs per week) retired,Yes,Northern Ireland Northern Ireland Northern Ireland Northern Ireland,,1,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional",Irrelevant,,No,,0.0,Yes,Yes,No,,Very dissatisfied,No,No,,Yes,,No,,Very dissatisfied
No,Yes,No,,No,No,Yes,Not working (less than 8hrs per week) retired,No,South East,X,2,South East,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,0.0,Yes,No,No,No change,Fairly satisfied,No,No,No change,Yes,No change,No,,Fairly satisfied
No,No,No,No,,No,No,Working full time (30hrs+ per week),No,Rest of Scotland,x,2,Rest of Scotland,Semi-skilled or unskilled manual worker,Essential,,No,,0.0,Yes,No,No,Much less,Neither satisfied or dissatisfied,,,,Yes,Slightly less,No,,Neither satisfied or dissatisfied
,,,,Yes,,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,London/Greater London,X,2,London/Greater London,Semi-skilled or unskilled manual worker,,,,,0.0,,No,No,Slightly more,Fairly satisfied,No,No,Dont know,,No change,No,,Fairly satisfied
No,No,No,Yes,,No,No,Not working (less than 8hrs per week) housewife/ househusband,No,Northern Ireland,,2,Northern Ireland,"Intermediate managerial, administrative or professional",Fairly important,,No,,0.0,No,No,No,,Very satisfied,No,,,Yes,,No,,Very satisfied
,,,,Yes,,Yes,Not working (less than 8hrs per week) retired,Yes,East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,,Fairly satisfied
,,,,Yes,,Yes,Not working (less than 8hrs per week) student,No,London/Greater London,X,4,,"Intermediate managerial, administrative or professional",,,,,1.0,,No,No,No change,Fairly satisfied,,No,No change,,Slightly more,No,,Fairly satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),No,Rest of Scotland,,1,Rest of Scotland,"Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional",Essential,No,No,Yes,1.0,No,No,Yes,,Fairly satisfied,Yes,No,,Yes,,Yes,No,Very satisfied
Yes,Yes,No,No,,No,Yes,Not working (less than 8hrs per week) retired,,North West,X,2,,Skilled manual worker,Irrelevant,,Yes,,0.0,Yes,No,No,No change,Very satisfied,No,,Dont know,Yes,No change,No,,Very satisfied
,,,,No,,No,Working full time (30hrs+ per week),No,Northern Ireland,X,2,Northern Ireland Northern Ireland Northern Ireland Northern Ireland Northern Ireland Northern Ireland Northern Ireland,Skilled manual worker,,No,,No,0.0,,No,No,No change,Very satisfied,No,No,Dont know Dont know Dont know Dont know Dont know Dont know Dont know,,Slightly less,No,No,Very satisfied
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) retired,No,London/Greater London,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,2.0,No,No,No,,Fairly satisfied,Yes,No,,No,,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),No,Rest of Scotland,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,0.0,Yes,No,No,No change,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied,No,No,Much less,Yes,Much less,No,No,Very satisfied Very satisfied Very satisfied Very satisfied
,,,,Yes,,Yes,Not working (less than 8hrs per week) retired,No,Rest of Scotland,X,2,Rest of Scotland,"Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional",,,,,2.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),Yes,Wales,X,2,,"Intermediate managerial, administrative or professional",,No,,Yes,4.0,,Yes,No,Slightly more,Neither satisfied or dissatisfied,No,No,Dont know,,No change,Yes,No,Fairly dissatisfied
Yes,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No,Wales,X,2,Wales,Semi-skilled or unskilled manual worker,Not very important,No,No,No,2.0,Yes,No,No,No change,Very satisfied,No,No,Dont know,Yes,No change,No,No,Fairly satisfied
No,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),No,East Midlands,,1,East Midlands,Semi-skilled or unskilled manual worker,Fairly important,,No,,2.0,Yes,No,No,,Fairly satisfied,,No,,Yes,,Yes,,Fairly satisfied
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) retired,,Wales,,1,Wales,"Intermediate managerial, administrative or professional",Essential,No,No,No,50.0,Yes,No,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,Yes,No,,Yes,No change,No,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working part time (8-29hrs per week),Yes,Wales,,2,Wales,Semi-skilled or unskilled manual worker,Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,No,No,No,0.0,Yes,Yes,No,,Very satisfied,No,No,,Yes,,No,No,Fairly satisfied
,,,,No,,Yes,Working part time (8-29hrs per week),Yes,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,X,2,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,,Fairly satisfied,Yes,No,Dont know,,No change,Yes,No,Very satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),,Rest of Scotland,X,1,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,2.0,No,No,No,No change,Fairly satisfied,No,No,Dont know,No,No change,Yes,No,Fairly satisfied
,,,,Yes,,Yes,Working full time (30hrs+ per week),Yes,London/Greater London,X,6,,"Intermediate managerial, administrative or professional",,,,,0.0,,No,No,Slightly less,Fairly satisfied,Yes,No,No change,,No change,No,,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,Wales,X,2,,"High managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,Dont know,,No change,No,,Fairly satisfied
No,No,No,Yes,Yes,No,No,Not working (less than 8hrs per week) retired,,South West,X,1,South West,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,Yes,No,No,No change,Neither satisfied or dissatisfied,No,No,No change,Yes,Much less,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,North West,,3,North West,Semi-skilled or unskilled manual worker,Fairly important,No,No,No,0.0,Yes,I dont know I dont know,No,,Fairly dissatisfied,No,No,,Yes,,No,No,Very dissatisfied Very dissatisfied Very dissatisfied Very dissatisfied Very dissatisfied Very dissatisfied Very dissatisfied Very dissatisfied Very dissatisfied
No,Yes,No,No,No,No,Yes,Working full time (30hrs+ per week),Yes,East Midlands,,2,East Midlands,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,No,No,,Very satisfied Very satisfied Very satisfied,No,No,,Yes,,No,No,Very satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,East Midlands,X,3,East Midlands,Skilled manual worker,Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,No,No,No,1.0,Yes,No,No,No change,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied,No,No,Dont know Dont know Dont know Dont know Dont know Dont know,Yes,No change,No,No,Neither satisfied or dissatisfied
Yes,No,No,No,No,No,No,Not working (less than 8hrs per week) unemployed/ looking for work,Yes,South East,,2,,,Irrelevant,No,No,No,0.0,Yes,Yes,No,,Very dissatisfied,No,No,,Yes,,No,No,Very dissatisfied
No,Yes,No,No,Yes,No,Yes,Working part time (8-29hrs per week),Yes,London/Greater London,,3,London/Greater London London/Greater London London/Greater London London/Greater London London/Greater London London/Greater London London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,Yes,No,1.0,Yes,No,No,,Very satisfied,No,No,,Yes,,Yes,Yes,Very satisfied
No,No,No,No,,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,South East,,2,South East,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,No,Yes,No,0.0,Yes,No,No,,Fairly satisfied,No,,,Yes,,Yes,No,Fairly satisfied
No,No,No,No,No,No,Yes,Working part time (8-29hrs per week),,Wales,,3,Wales,"Intermediate managerial, administrative or professional",Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,No,No,No,0.0,No,No,No,No change,Neither satisfied or dissatisfied,No,No,,No,Much less,Yes,No,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied
No,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),Yes,East Anglia/East of England,No change,2,East Anglia/East of England,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,2.0,No,No,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,Much less,No,Slightly more Slightly more Slightly more Slightly more Slightly more,No,No,Fairly satisfied
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,Northern Ireland,x,3,Northern Ireland,Skilled manual worker,Not very important,No,Yes,No,0.0,No,No,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,,No,Slightly less,No,No change,No,No,Fairly satisfied
,,,,,,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,South East,X,2,,Unemployed,,,,,0.0,,No,No,No change,Fairly satisfied,No,,Dont know,,No change,No,,Fairly satisfied Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,East Midlands,X,2,East Midlands East Midlands East Midlands East Midlands,Unemployed,,,,,0.0,,No,No,Slightly more,Fairly satisfied,No,No,Dont know,,Slightly more,Yes,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working part time (8-29hrs per week),Yes,South East South East South East South East,X,2,South East,Skilled manual worker,Essential,,No,,0.0,No,No,No,No change,Fairly satisfied,,No,No change No change No change,Yes,No change,Yes,,Fairly satisfied
,,,,,,Yes,Working full time (30hrs+ per week),No,West Midlands,cars,3,West Midlands,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,No change,Very satisfied,Yes,,Dont know,,No change,Yes,,Very satisfied
No,No,No,Yes,No,No,No,Working part time (8-29hrs per week),No,Yorkshire/Humberside,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,2.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working part time (8-29hrs per week),No,Northern Ireland,x,2,Northern Ireland,Skilled manual worker,Fairly important,No,Yes,No,0.0,Yes,Yes,No,No change,Fairly satisfied,No,No,,No,No change,Yes,No,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other,Yes,South West,x,2,South West,Semi-skilled or unskilled manual worker,,,,,0.0,,No,No,No change,Very dissatisfied,No,No,Dont know,,Slightly more,No,,Very dissatisfied
Yes,No,No,No,No,No,Yes,Working part time (8-29hrs per week),No,East Midlands,X,2,,Skilled manual worker,Essential,No,No,,0.0,No,No,No,Slightly more,Very satisfied,No,No,No change,No,No change,No,No,Very satisfied
No,Yes,No,No,Yes,No,Yes,Working part time (8-29hrs per week),Yes,North West,,2,North West,Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker,Essential,No,Yes,No,1.0,No,No,,,Very satisfied,No,No,,No,No change,No,No,Very satisfied
No,Yes,No,No,,No,Yes,Working full time (30hrs+ per week),No,London/Greater London,,2,London/Greater London,Semi-skilled or unskilled manual worker,Fairly important,,No,,1.0,Yes,Yes,No,,Fairly satisfied,Yes,,,Yes,,No,,Neither satisfied or dissatisfied
No,No,No,No,Yes,No,No,Not working (less than 8hrs per week) retired,,Rest of Scotland,,1,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,Yes,No,Yes,Much less,Fairly satisfied,,No,,Yes,Much less,No,,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No,South West,X,1,South West,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,0.0,Yes,Yes,No,No change,Fairly satisfied,No,No,No change,Yes,No change,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),Yes,East Anglia/East of England,,2,,Skilled manual worker,Fairly important,Yes,No,No,0.0,Yes,Yes,No,,Fairly satisfied,No,No,,Yes,,Yes,No,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,Yes,East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England,,2,,"Intermediate managerial, administrative or professional",Fairly important Fairly important,No,No,No,0.0,Yes,,No,,Very satisfied,No,No,,Yes,,No,No,Fairly satisfied
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,Rest of Scotland,X,1,,Unemployed,Irrelevant,,No,,0.0,Yes,No,No,Slightly less,Fairly satisfied,No,No,No change,Yes,Slightly less,,,Fairly satisfied
,,,,,,No,Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband Not working (less than 8hrs per week) \x96 housewife/ househusband,No,West Midlands,i dont know,2,West Midlands,Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker,,No,,No,1.0,,No,No,No change,Fairly satisfied,,,No change,,Slightly less,No,No,Fairly satisfied
No,Yes,No,No,Yes,No,No,Working full time (30hrs+ per week),Yes,West Midlands,X,1,West Midlands,"High managerial, administrative or professional",Fairly important,No,No,No,7.0,Yes,Yes,No,No change,Very satisfied,,No,Slightly more,Yes,Much more,No,No,Very satisfied
No,No,No,Yes,,No,,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,North East,,3,North East,Housewife / househusband,Fairly important,No,No,No,0.0,No,No,No,,Very satisfied,No,,,No,,Yes,,Very satisfied
,,,,No,,No,Working full time (30hrs+ per week),No,Yorkshire/Humberside,x,2,Yorkshire/Humberside,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Neither satisfied or dissatisfied,,No,No change,,No change,No,No,Neither satisfied or dissatisfied
No,No,No,Yes,,No,Yes,Working full time (30hrs+ per week),,Wales,X,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,2.0,Yes,No,No,Slightly more,Very satisfied,No,,No change,Yes,Slightly more,Yes,No,Very satisfied
Yes,No,No,No,No,No,No,Working full time (30hrs+ per week),No,East Midlands East Midlands East Midlands East Midlands East Midlands East Midlands East Midlands,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,1.0,No,No,No,,Very satisfied,Yes,No,,No,,No,,Very satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,Northern Ireland,,2,Northern Ireland Northern Ireland Northern Ireland Northern Ireland Northern Ireland Northern Ireland Northern Ireland,Skilled manual worker,Fairly important,No,Yes,Yes,0.0,No,Yes,No,,Neither satisfied or dissatisfied,No,No,,No,,Yes,No,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,Wales,x,2,Wales,Unemployed,,No,,No,3.0,,No,No,Slightly more,Fairly satisfied,No,No,Dont know,,Slightly more,No,No,Very satisfied Very satisfied Very satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England,,2,East Anglia/East of England,Skilled manual worker,Essential,No,No,No,0.0,Yes,No,No,,Fairly satisfied,Yes,No,,No,,No,No,Very satisfied
No,No,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week),No,North West,,2,North West,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,1.0,Yes,Yes,No,,Fairly satisfied,,No,,Yes,,Yes,,Fairly satisfied
,,,,Yes,,No,Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired,No,London/Greater London,X,2,London/Greater London London/Greater London London/Greater London London/Greater London London/Greater London London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,Yes,Yes,Fairly satisfied
Yes,No,No,No,,No,No,Not working (less than 8hrs per week) retired,,North East,,2,,"Intermediate managerial, administrative or professional",Fairly important,,No,,0.0,Yes,No,No,No change,Fairly satisfied,,,,Yes,Slightly less,No,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
,,,,Yes,,No,Working full time (30hrs+ per week),No,Northern Ireland,X,3,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional",,,,,1.0,,No,No,No change,Fairly satisfied,No,No,Dont know Dont know Dont know Dont know Dont know Dont know Dont know,,No change,No,,Fairly satisfied
No,Yes,No,Yes,Yes,No,Yes,Working part time (8-29hrs per week),,North East,Click and collect,2,North East,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,Yes,No,1.0,No,Yes,No,Slightly less,Fairly satisfied,No,No,Slightly more,Yes,Slightly less,Yes,No,Fairly satisfied
No,No,No,No,,No,No,Working full time (30hrs+ per week),No,South West,,1,South West,Semi-skilled or unskilled manual worker,Fairly important,No,No,No,0.0,No,No,No,,Fairly dissatisfied,,,,No,,No,No,I dont know
,,,,No,,Yes,Working full time (30hrs+ per week),No,London/Greater London,X,2,London/Greater London,Semi-skilled or unskilled manual worker,,,,,1.0,,No,No,No change,Very satisfied,,No,No change,,No change,Yes,,Very satisfied
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) retired,No,West Midlands,X,1,West Midlands,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,0.0,No,No,No,No change,Fairly satisfied,No,No,Much less,No,No change,No,,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,,Wales,x,2,Wales,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,Yes,Yes,No change,Fairly dissatisfied,Yes,No,No change,Yes,No change,No,No,Fairly dissatisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),No,West Midlands,,3,West Midlands,Semi-skilled or unskilled manual worker,Not very important,No,No,No,0.0,Yes,Yes,No,,Neither satisfied or dissatisfied,No,No,,Yes,,No,No,Neither satisfied or dissatisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,South East,X,3,South East,Semi-skilled or unskilled manual worker,,,,,2.0,,No,No,No change,Fairly satisfied,,No,Dont know,,No change,No,,Fairly satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),No,West Midlands,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,Yes,0.0,No,No,No,,Very satisfied,No,No,,No,,No,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working part time (8-29hrs per week),,London/Greater London,X,4,London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,Yes,No,No,No change,Very satisfied,No,No,No change,Yes,No change,Yes,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,x,2,Rest of Scotland,"Intermediate managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,No,No,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,Yes,Wales,,4,Wales,"Intermediate managerial, administrative or professional",Essential,No,No,No,0.0,Yes,No,No,,Very satisfied,No,No,,Yes,,Yes,No,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,No,London/Greater London,Na,4,,"High managerial, administrative or professional",,,,,1.0,,No,No,No change,Very satisfied,No,No,No change,,No change,No,,Very satisfied
,,,,,,No,Working full time (30hrs+ per week),No,London/Greater London,x,1,London/Greater London,"High managerial, administrative or professional",,,,,3.0,,No,No,No change,I dont know,,,Dont know,,No change,No,,I dont know
