qd13_9,qc1_5_2,qc1_3_7,qd13_4,qe10_1,qc1_3_5,qi1_6,qj1,qe10a,Region,qd12_8_other,qj3_1,qb6,SEG,qc4_5,qe5_5,qc1_1_2,qe5_4,QD1_2,qc1_1_1,qh1_2,qj4_4,qe11_10,qg5,qi2a_8,qe10_10,qd12_8,qc1_3_1,qd12_7,qi1_3,qe5_10,qg6
No,No,[],No No No No,[],No,Yes,Working full time (30hrs+ per week),,South East,x,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,[],,0.0,No,No,No,Slightly less,Fairly satisfied,No,No,No change,Yes,Much less,No,,Fairly satisfied
,,,,,,Yes,Working full time (30hrs+ per week),Yes,London/Greater London,X X X X X,1,,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,1.0,,No,No,No change,Very satisfied,No,,No change,,Slightly less,No,No,Very satisfied
No,No,No,Yes,,No,Yes Yes Yes Yes Yes Yes Yes,Working full time (30hrs+ per week),No,West Midlands,,2,West Midlands,Skilled manual worker,Fairly important,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,,,Yes,,No,No,Fairly satisfied
Yes,No,No,No,No,No,Yes,Working full time (30hrs+ per week),,Northern Ireland,X,5,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,No,Yes,No,0.0,Yes,No,No,No change,Fairly satisfied,No,No,No change,Yes,No change,Yes,No,Fairly satisfied
No,No,No,No,,No,Yes Yes Yes Yes Yes,Not working (less than 8hrs per week) retired,Yes,West Midlands,,2,West Midlands,Semi-skilled or unskilled manual worker,Fairly important,No No No No No No No No,No,Yes,0.0,Yes,Yes,No,,Neither satisfied or dissatisfied,No,,,Yes,,No,No,Neither satisfied or dissatisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,East Midlands,,2,East Midlands,"Supervisor; clerical; junior managerial, administrative or professional",Essential Essential Essential Essential,No,No,No,0.0,No,No No,No,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,,No No No No No No No No No,,No,No,Fairly satisfied
,,,,No,,No,Working full time (30hrs+ per week),Yes,London/Greater London,X,4,London/Greater London,Skilled manual worker,,No,,No,10.0,,Yes,No,No change,Fairly satisfied,,No,Much more,,Much more,No,No,Fairly satisfied
No,No,No,Yes,Yes,No,No,Working full time (30hrs+ per week),Yes,London/Greater London,,2,London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,Yes,Yes,No,1.0,Yes,Yes,No,,Fairly satisfied,,No,,Yes,,No,No,Fairly dissatisfied
No,No,No,No,,Yes,No,Not working (less than 8hrs per week) housewife/ househusband,,North East,,2,,Housewife / househusband,Not very important Not very important Not very important Not very important Not very important,,Yes,,2.0,No,No,No,No change No change No change No change No change No change No change,Fairly satisfied,,,,No,No change,No,,Fairly satisfied
Yes,No,No,No,No,No,Yes Yes,Not working (less than 8hrs per week) retired,No,Rest of Scotland,,2,Rest of Scotland,"Intermediate managerial, administrative or professional",Not very important Not very important Not very important Not very important Not very important Not very important Not very important Not very important,No,No,No No No No No No No,2.0,Yes,Yes,No,,Fairly satisfied,Yes,No,,Yes,,No,No,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,,Northern Ireland,,1,Northern Ireland,Unemployed,Fairly important,,Yes,,0.0,Yes,No,Yes,No change,Very satisfied,No,No,,No,Much less,No,,Very satisfied
No No No No No No,No No No No No No No,No,No,No,No,Yes,Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other,No,West Midlands,,3,West Midlands,Semi-skilled or unskilled manual worker,Fairly important,No,No,No,0.0,Yes,No,No,No change,Neither satisfied or dissatisfied,,No,,Yes,Much less,Yes,No,Fairly dissatisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,Yes,North East,X,2,North East,"Intermediate managerial, administrative or professional",,No,,No,0.0,,Yes,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied,No,No,Dont know,,No change,Yes,No,Fairly satisfied
No,No,No,Yes,No,No,No No No No No No,Working full time (30hrs+ per week),Yes,Northern Ireland,x,3,,"Intermediate managerial, administrative or professional",Essential,No,No,No,0.0,No,No,No,No change,Very satisfied,No,No,No change,No,No change,Yes,No,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No,No,Yes,Yes Yes,No No No No,No,Yes,Not working (less than 8hrs per week) student,,Rest of Scotland,x,5,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,Student,Fairly important,No,No,Yes,0.0,Yes,No,No,No change,Neither satisfied or dissatisfied,No,No,No change,No,No change,Yes,No,Fairly satisfied
No,No,No,No,,No,No,Not working (less than 8hrs per week) unemployed/ looking for work,No,Northern Ireland,,1,,Unemployed,Essential,,No,,0.0,Yes,No,No,,Very satisfied,,,,Yes,,No,,Very satisfied
No,No,No,Yes,Yes,No No No No No No No,No,Working full time (30hrs+ per week),Yes,London/Greater London,,3,London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional",Essential Essential Essential Essential Essential Essential Essential,,No,,0.0,Yes,Yes,No,,Neither satisfied or dissatisfied,No,No No No No No,,Yes,,No No No No No No,,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,East Anglia/East of England,,2,East Anglia/East of England,Unemployed,Not very important Not very important Not very important Not very important,No,No,No,4.0,Yes,No No,No,,Fairly satisfied,No No No No No No No No,No,,Yes,,Yes,No No No No No,Fairly satisfied
No,Yes,No No No No No No,Yes,No,No,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),Yes,Rest of Scotland,X,2,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important Fairly important Fairly important,No,Yes,Yes,0.0,No,Yes,No,No change,Fairly dissatisfied,No,No,Dont know,No,Much less,No,No,Fairly dissatisfied
,,,,No,,Yes,Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired Not working (less than 8hrs per week) \x96 retired,No,Northern Ireland,X,2,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,25.0,,No No,No,No change,Very satisfied,Yes,No,Dont know,,No change,No,No,Very satisfied
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) retired,No,North West,X,2,North West,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,,No,,0.0,Yes,No No,No,No change,Fairly satisfied,No,No,Dont know,Yes,Slightly less,No,,Fairly satisfied
No,No,No,No,No,No,Yes,Working part time (8-29hrs per week),Yes,London/Greater London,,2,London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,,No,,0.0,No,No,No,,Fairly satisfied,No,No,,Yes,,Yes,,Fairly satisfied
No,No,No No No No No No No No No,Yes,Yes,No,Yes,Working part time (8-29hrs per week),Yes,East Midlands,X,1,East Midlands,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,Yes Yes Yes Yes Yes Yes Yes Yes Yes,No,No No No No No No No No,No change,Fairly satisfied,No,No,No change,Yes,Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less,Yes,,[]
Yes,No,No,No,No,No No No,No No No No No No No,Not working (less than 8hrs per week) unable to work due to disability/other,No,North East,,1,North East North East North East North East North East North East North East North East North East,Unemployed,Essential,,No,,0.0,Yes,No,No,,Very satisfied,No,No,,Yes,,No,,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,London/Greater London,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",,Yes,,No,0.0,,No,No,Slightly more,Very satisfied,No,No,Dont know,,Much less,Yes Yes Yes Yes Yes,No,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,South East South East South East South East South East South East South East South East South East,X,2,South East,Semi-skilled or unskilled manual worker,,No,,No,6.0,,Yes,No,Slightly less,Neither satisfied or dissatisfied,No,No,Dont know,,Slightly less,No,No,Fairly satisfied
No,No,No,No,No,No,No,Not working (less than 8hrs per week) student,Yes,South West,,2,South West,Semi-skilled or unskilled manual worker,Not very important,No,No,No,0.0,No,No,No,,Very satisfied,,[],,No,,No,No,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied
No,Yes,No,Yes,No,No,No,Working full time (30hrs+ per week),No,Wales,,1,,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,1.0,No,Yes,No,,Fairly satisfied,,No,,No,,No,,Fairly satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),No,East Midlands,,2,,"High managerial, administrative or professional",Essential,,No,,2.0,No,Yes,No,,Very satisfied,No,No,,No,,Yes,,Very satisfied
Yes,No,No,No,No,No,Yes,[],Yes,North East,,1,North East,Housewife / househusband,Irrelevant,No,No,No,0.0,Yes,No,No,,Very satisfied,No No No No No No No No No,No,,Yes,,Yes,No,Very satisfied
No,No,No,Yes,Yes,No,[],Not working (less than 8hrs per week) unemployed/ looking for work,Yes,Wales,,2,Wales Wales Wales Wales,Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker Semi-skilled or unskilled manual worker,Fairly important,No,Yes,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied
No No No No No No No,No,No,No,Yes,No,[],Not working (less than 8hrs per week) student,No,South East,,2,South East,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,No,No,No,0.0,Yes,"""I dont know"" ""I dont know"" ""I dont know"" ""I dont know"" ""I dont know"" ""I dont know""",No,,Neither satisfied or dissatisfied,No,No,,Yes,,No,No,Neither satisfied or dissatisfied
No,No,No,Yes,No,No,No,Working full time (30hrs+ per week),No,London/Greater London,,2,London/Greater London,"High managerial, administrative or professional",Essential,No,Yes,No,0.0,Yes,No,No,,Very satisfied,No,No,,Yes,,No No No No No No No,No,Very satisfied
Yes,No,No,No,No,Yes,Yes,Working part time (8-29hrs per week),,North East North East North East North East,,2,North East,Semi-skilled or unskilled manual worker,Not very important,No,Yes,No,3.0,Yes,Yes,No No No,No change,Fairly satisfied,No,No,,No No No No No No No No,Much less,No,No,Fairly satisfied
No,No,No,No,,No,No,I dont know,No,West Midlands,,3,West Midlands,[],Not very important,,No,,0.0,No,I dont know,No,,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied,,,,No,,No,,Neither satisfied or dissatisfied
,,,,,,Yes,[],Yes,West Midlands,X,2,West Midlands,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Very satisfied,No,,Dont know,,No change,Yes,No,Very satisfied
No,Yes,No,Yes,No,No,No,Not working (less than 8hrs per week) housewife/ househusband,Yes,West Midlands,,2,West Midlands,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,0.0,Yes Yes Yes Yes Yes,No,No,,Very satisfied,,No,,Yes,,No,No,Very satisfied
No,No,No,Yes,No,No,No,Working full time (30hrs+ per week),Yes,Yorkshire/Humberside,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,No,No,No,No change No change No change No change No change No change No change No change,Fairly satisfied,No,No,Much less,No,No change,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) retired,Yes,South West,x,1,South West,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,Yes Yes Yes Yes Yes,No,2.0,Yes,No,No,No change,Fairly satisfied,No,No,No change,Yes,No change,No,No,Fairly satisfied
No,Yes,No,No,No,No,Yes,Working part time (8-29hrs per week),Yes,Rest of Scotland,,2,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No No No No,,5.0,No,No,No,,Very satisfied,No,No,,No,,No,,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,London/Greater London,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",,No No No No No No No No,,Yes,2.0,,No,No,No change,Fairly satisfied,No,No,Slightly less,,No change,Yes,No,Fairly satisfied
No,No,No,No,No,No No,No No No No No,Working full time (30hrs+ per week),,London/Greater London,,2,,"Intermediate managerial, administrative or professional",Essential,,No,,0.0,No,No,No No No No No No,No change,Very satisfied,No,No,,No,Much less,Yes,,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied
No,Yes,No,Yes,Yes Yes Yes Yes Yes Yes,No,Yes,Working full time (30hrs+ per week),No,Wales,X,2,,"Intermediate managerial, administrative or professional",Essential,,Yes Yes Yes Yes,,1.0,Yes,No,No,No change,Fairly satisfied,No No,No,Dont know,Yes,No change,Yes,,Fairly satisfied
No,No,No,No,No,No,No,Not working (less than 8hrs per week) retired,,East Anglia/East of England,x,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,[],3.0,No No No No No No No,No,No,Slightly more,Very satisfied Very satisfied,No,No,No change,Yes,No change,No,No,Fairly satisfied
,,,,Yes Yes Yes Yes Yes,,Yes Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,Northern Ireland,X,2,Northern Ireland,Unemployed,,No,,No,1.0,,No,[],Slightly more,Very satisfied,No,No,Dont know,,Slightly more,No,No No No No No No,Very satisfied
No,No,No,No,No,No No No No No No No No No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,Rest of Scotland,,1,Rest of Scotland,Unemployed,Not very important,,Yes,,0.0,Yes,No,No,,Neither satisfied or dissatisfied,No,No,,Yes,,Yes,,Fairly satisfied
,,,,,,No,Not working (less than 8hrs per week) retired,No,Wales,x,2,Wales,"Intermediate managerial, administrative or professional",,No,,No,1.0,,No,No No No No No No No No,Dont know,Very satisfied,No,,"""Dont know"" ""Dont know"" ""Dont know""",,No change No change No change,No,No,Very satisfied
Yes,No,No No No No No No,No,,No,Yes,Not working (less than 8hrs per week) retired,Yes,Wales,X,1,Wales,Semi-skilled or unskilled manual worker,Not very important,No,No,No,0.0,Yes,No,[],Slightly less,Fairly satisfied,No,,No change,Yes,No change,No,No,Fairly satisfied
No,No,No,No,,No,No,Working full time (30hrs+ per week),No,South West,,1,South West,Semi-skilled or unskilled manual worker,Fairly important,No,No,No,0.0,No,No,No,,Fairly dissatisfied,,,,No,,No,No,I dont know
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) student,Yes,South East,x,4,South East,[],Essential,[],No,No,0.0,Yes,Yes,No No No No,Slightly more,Fairly satisfied,No,No,Dont know,[],Slightly less,Yes,No No No No No,Very satisfied
No,No,No,No,No,No,Yes,[],,Yorkshire/Humberside,,2,Yorkshire/Humberside,Unemployed,Not very important,,No,,0.0,Yes,No,No,No change,Fairly satisfied,No,No,,Yes,No change,No,,Fairly satisfied
,,,,Yes,,Yes,Working part time (8-29hrs per week),Yes,Wales,X,2,,"High managerial, administrative or professional",,,,,0.0,,"""I dont know"" ""I dont know"" ""I dont know"" ""I dont know"" ""I dont know""",No,Much more,Fairly satisfied,No,No No,Dont know,,Much less,Yes,,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,North East,unsure,2,North East,"Supervisor; clerical; junior managerial, administrative or professional",,No No No,,Yes,0.0,,Yes,No No No No No No No No No,No change,Fairly satisfied,Yes,No,No change,,No change,Yes,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),Yes,Northern Ireland,X,2,Northern Ireland,Semi-skilled or unskilled manual worker,,No,,No,0.0,,Yes,No,Much more,Very satisfied,Yes,No,Dont know,,Slightly more,Yes,No,Very satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No,East Anglia/East of England,X,2,East Anglia/East of England,Semi-skilled or unskilled manual worker,Fairly important,,No,,0.0,Yes,No,Yes,No change,Fairly satisfied,No,No,No change,No,No change No change No change No change,Yes,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No,No,No,Yes,,No,Yes,Working part time (8-29hrs per week),,Wales,x,3,Wales Wales Wales Wales Wales Wales,"Intermediate managerial, administrative or professional",Not very important,No,No,No,0.0,Yes,Yes,No,Slightly more,Fairly satisfied,No,,No change,Yes,No change,Yes,No,Fairly satisfied
,,,,Yes,,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,[],West Midlands,x,1,West Midlands,Unemployed,,No,,No,0.0,,No No No No No No No No,No,No change,Fairly satisfied,No,No,Dont know,,Slightly less,No No,No,Very satisfied
Yes,No,No,No,,No,Yes,Not working (less than 8hrs per week) retired,No,North East,,2,,Skilled manual worker,Not very important,,No,,2.0,Yes,No,No,,Very satisfied,No No,,,Yes,,No,,Very satisfied
No,Yes,No,No,,No,No,Not working (less than 8hrs per week) retired,No,Rest of Scotland,,2,,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,0.0,No,No,No,,Fairly satisfied,,,,No,,No,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),No,Northern Ireland,,2,,Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker,Essential Essential Essential Essential Essential Essential,,Yes,,0.0,Yes,No,No,,Very satisfied,,[],,No,,No,,Very satisfied
No,No,No,No No No No No No No No No,No No No No No No No No No,No,Yes,Not working (less than 8hrs per week) retired,No,West Midlands West Midlands West Midlands,,2,West Midlands,"Intermediate managerial, administrative or professional",Essential,No,No,No,0.0,Yes,Yes,No,,Neither satisfied or dissatisfied,,No,,Yes,,No,No,Neither satisfied or dissatisfied
,,,,[],,Yes,Working part time (8-29hrs per week),No,Yorkshire/Humberside,x,1,Yorkshire/Humberside,Semi-skilled or unskilled manual worker,,No,,No,0.0,,No No,No,No change,Fairly satisfied,No,[],Dont know,,No change,No,No,Fairly satisfied
,,,,No,,Yes,Working part time (8-29hrs per week),No,Northern Ireland,x,3,Northern Ireland,"Intermediate managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied,,No,Dont know,,No change,Yes,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No,No,No,No,Yes,No,No,Working part time (8-29hrs per week),No,Yorkshire/Humberside,X,2,Yorkshire/Humberside,Semi-skilled or unskilled manual worker,Essential,No,No,No No No No No No No,3.0,Yes,Yes,No No No No No No No No No,No change,Neither satisfied or dissatisfied,,No,No change,Yes,[],No,No,Neither satisfied or dissatisfied
No,No No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,[],,0.0,No,No,No,No change,Very satisfied,,No,No change No change,No,No change,No,,Very satisfied
No,No,No,Yes,No,No,No,Working part time (8-29hrs per week),Yes,East Anglia/East of England,X X,2,East Anglia/East of England,"High managerial, administrative or professional",Fairly important,No,No No No No No No No No No,Yes Yes,0.0,Yes,No,No,No change,Fairly satisfied Fairly satisfied,,No,No change,Yes,Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less Slightly less,No,No,Fairly satisfied
Yes,No,No,No No No No No No No No,,No,Yes,Not working (less than 8hrs per week) retired,No,West Midlands,,1,West Midlands,"Intermediate managerial, administrative or professional",Fairly important,,No,,2.0,Yes,No,No,,Very satisfied,No,,,Yes,,No,,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),No,North West,X,2,North West,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly dissatisfied,No,No,[],,No change,No,,Neither satisfied or dissatisfied
[],Yes,No,No,No No No No No No No,No No No No No No No,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,,1,,"High managerial, administrative or professional",Essential,No,Yes,No,0.0,No,Yes,No,,Neither satisfied or dissatisfied,No,No,,No,,Yes,No,Neither satisfied or dissatisfied
No No No No No,No,No,No,,No No No No No No No No No,Yes,Working full time (30hrs+ per week),No,South East,x,1,South East,Skilled manual worker,Fairly important,,No,,1.0,[],No,No,No change,Very satisfied,,,No change,No,No change,No,,Very satisfied
No No No No No No,Yes,No No No No,No,,No,Yes,Working full time (30hrs+ per week),No,Yorkshire/Humberside,,2,Yorkshire/Humberside,Semi-skilled or unskilled manual worker,Fairly important,,Yes,,2.0,No,No No No No No,No,,Fairly satisfied,,,,No,,No,,Fairly satisfied
No,No No No,No,No,,No,Yes,Working part time (8-29hrs per week),No,North East,,3,North East,"Intermediate managerial, administrative or professional",Not very important,,No,,0.0,Yes,No,No,,Neither satisfied or dissatisfied,,,,Yes,,No,,Neither satisfied or dissatisfied
,,,,No,,No,Working full time (30hrs+ per week),Yes,North West,X X X,2,,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,I dont know,No,No change,Fairly satisfied,,No,Dont know,,No change,No,No No No,Neither satisfied or dissatisfied
,,,,[],,Yes,Working part time (8-29hrs per week),Yes Yes Yes Yes Yes Yes Yes Yes Yes,Wales,X,2,Wales,Skilled manual worker,,No No No No,,No,1.0,,No No No No No,No,No change,Fairly satisfied,No,No,Dont know,,No change,Yes,No,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
,,,,No No No No No,,Yes,Working part time (8-29hrs per week),Yes,Wales,X,2,,"Intermediate managerial, administrative or professional",,,,,0.0,,I dont know,No No No No No No,Slightly less,Neither satisfied or dissatisfied,,No,Dont know,,Much less,No,,Fairly satisfied
,,,,No,,[],Not working (less than 8hrs per week) unable to work due to disability/other,No,London/Greater London,X,5,London/Greater London,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,Yes,No,Slightly less,Neither satisfied or dissatisfied,No,No,Dont know,,No change,Yes,,Neither satisfied or dissatisfied
Yes,No,No No No No No No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No,Wales,,1,,"Intermediate managerial, administrative or professional",Irrelevant Irrelevant Irrelevant Irrelevant Irrelevant Irrelevant Irrelevant Irrelevant Irrelevant,No,No,No,3.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied
No,Yes,No,Yes,Yes,No No No,No,Not working (less than 8hrs per week) student,Yes,Northern Ireland,,4,Northern Ireland,"Intermediate managerial, administrative or professional",Fairly important,,No,,0.0,Yes,No No No No No No No No No,No,,Very satisfied,,No,,Yes,,No,,Very satisfied
,,,,Yes,,Yes Yes Yes Yes,Working full time (30hrs+ per week),Yes,West Midlands,X,2,West Midlands,Semi-skilled or unskilled manual worker,,No,,No,0.0,,No,No No No No No,Slightly more,Fairly satisfied,No,No,Dont know,,No change,No,No,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,No,East Anglia/East of England,X,1,East Anglia/East of England,Semi-skilled or unskilled manual worker,,No,,No,0.0,,No,No,No change No change No change No change No change,Neither satisfied or dissatisfied,No,No,Dont know,,No change No change No change No change,No,No,Neither satisfied or dissatisfied
No,No,No No No No No No No No No,Yes,No,No,No,Working full time (30hrs+ per week),No,Northern Ireland,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,0.0,Yes,No,No,,Very satisfied,No,No,,Yes Yes Yes Yes,,Yes,No,Very satisfied
No,No,No,Yes,No,No,No,Not working (less than 8hrs per week) retired,Yes,West Midlands,,2,[],"Intermediate managerial, administrative or professional",Essential,,No,,0.0,Yes,Yes,No,,Very dissatisfied,No,No,,Yes,,No,,Neither satisfied or dissatisfied
No,No,No,Yes,,No No No No,No,Not working (less than 8hrs per week) unemployed/ looking for work,No,Northern Ireland,,2,Northern Ireland,Unemployed Unemployed Unemployed Unemployed Unemployed Unemployed Unemployed,Essential,,No,,2.0,Yes Yes,No,No,,Neither satisfied or dissatisfied,,,,Yes,,No,,Neither satisfied or dissatisfied
No,Yes,No,No,Yes,No No No,Yes,Working part time (8-29hrs per week),Yes,Rest of Scotland,X,2,Rest of Scotland,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,0.0,No,No,No,Slightly more,Fairly satisfied,No,No,Dont know,Yes,Slightly more,Yes,No,Fairly satisfied
,,,,,,Yes,Working full time (30hrs+ per week),No,South East,x,1,South East,"Intermediate managerial, administrative or professional",,,,,0.0,,I dont know,No,No change,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied,No,,Dont know,,No change No change No change No change No change No change,Yes,,Very satisfied
No,No,No,No,No,No,No,Not working (less than 8hrs per week) unable to work due to disability/other,No,South West South West South West South West South West South West South West South West South West,,2,,Unemployed,Essential,,No,,0.0,No,No,No,,Fairly satisfied,,No,,No,,No,,Fairly satisfied
No,No,No,No,No,No,Yes Yes,Working full time (30hrs+ per week),No,North West,,3,,Skilled manual worker,Essential Essential Essential Essential Essential Essential,No,No,No,0.0,No No No No,Yes,No,,Very satisfied Very satisfied,No,No,,No,,Yes,No,Very satisfied
No,No,No,No,No,No No No No No No,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,East Anglia/East of England,,2,East Anglia/East of England,Skilled manual worker,Fairly important,No,No,No,0.0,Yes,Yes,No,,Neither satisfied or dissatisfied,Yes,No,,Yes,,No No No No,No,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,Yes,Wales,x,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",,No,,Yes,0.0,,Yes,No,No change,Neither satisfied or dissatisfied,Yes,No,Dont know,,No change,No No No No,No,Fairly satisfied
No,Yes,No,No,Yes,No,Yes,Not working (less than 8hrs per week) retired,,Wales,X,2,Wales,Semi-skilled or unskilled manual worker,Not very important,No,Yes,No,0.0,No,No,No,No change,Fairly satisfied,No,No,No change,No,Much less,No,No,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) retired,Yes,East Midlands,x,2,East Midlands,"Supervisor; clerical; junior managerial, administrative or professional",,,,,4.0,,Yes,No,Slightly more,Very satisfied,No,No,Dont know,,No change,Yes,,Very satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) retired,Yes,South East,x,2,South East,[],Essential,,Yes,,0.0,Yes,No,No,No change,Very satisfied,No,No,No change,Yes,No change,No,,Very satisfied
Yes,No,No,No,No No No No,No,Yes,Not working (less than 8hrs per week) retired,No,Wales,X,1,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,No,No,No change,Very satisfied,No,No,Much less,Yes,Much less,No,No,Very satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,North West,X,2,North West,"Intermediate managerial, administrative or professional",,,,,1.0,,Yes,No,No change,Fairly dissatisfied,No,No,Dont know,,Much less,No,,Fairly dissatisfied
