MEDIAN_WIDTH,SURV_G,TYPE_SIGNAL,K_FACTOR,SURV_D,IS_SAMPLE,SPEED_LIMIT,SURV_E,HORZ_ALIGN,PEAK_CAPACITY,COUNTY_CODE,INTER_ROUTE_NUMBER,TRUCK_ROUTE,BEGIN_LRS,SECTION_ID,PEAK_LANES,WIDE_FEAS,PAVEMENT_TYPE,TURN_LANES_L,ROUTE_NUMBER,SECTION_LENGTH,CURVES_C,SAMPLING_TECH,VSF,LRS_ID,SURV_H,IS_GROUPED,URBAN_CODE,SURV_C,STANDARD_TRAFFIC_CATEGORY,AT_GRADE_OTHER,F_SYSTEM,PEAK_PARKING,AADT,SN_D,TOLL,SURV_I,PSR,ACCESS_CONTROL,YEAR_RECORD,TYPE_FACILITY
0,0,3,6,0,1,25,0,0,699,2,0,0,0.0,4307A,1,1,4,5,0,0.261,0.0,0,0.24,,0,0,8,0,3,1,17,2,3867,2.0,0,0,4.1,3,2004,2
0,0,4,10,0,1,40,0,0,1698,27,0,0,0.0,AA5095M00000,1,5,1,4,0,0.75,0.0,0,0.01,000AA5095000,0,0,362,0,1,6,17,3,87,0.0,0,0,0.0,3,2004,2
0,0,4,10,0,1,45,0,0,975,225,0,0,304.922,011801M00866,1,5,6,4,_SH0021_,0.594,0.0,0,0.22,000SH0021000,0,0,0,0,2,4,16,3,3899,4.8,0,0,0.0,3,2004,2
0,0,4,8,0,1,25,0,0,477,45,0,0,1.448,6.13301E+11,1,1,4,4,0,0.22,0.0,0,0.44,,0,0,489,0,2,1,16,1,4575,3.4,0,0,0.0,3,2004,2
4,0,2,10,0,1,40,0,0,2242,91,0,0,1.88,3.00105E+11,2,5,4,4,90,0.8,0.0,0,0.66,901509100,0,0,41,0,7,2,14,3,25245,5.4,0,0,3.0,3,2004,2
143,0,0,12,0,1,70,0,0,4179,169,70,1,16.592,I07000252098,2,1,5,0,70,0.506,0.0,0,0.28,085I00070000,0,0,0,0,2,0,11,3,17700,13.0,0,0,0.0,1,2004,2
0,0,4,9,0,1,30,0,0,343,3,0,0,0.0,55813,1,3,4,4,0,0.3,0.0,0,0.59,0,0,0,199,0,3,5,17,3,4041,3.1,0,0,2.4,3,2004,2
0,0,4,10,0,1,25,0,0,1869,25,0,0,0.0,50009921,1,3,5,3,5,0.371,0.0,0,0.45,0,0,0,0,0,5,5,16,3,16600,8.0,0,0,0.0,3,2004,2
0,0,2,11,0,1,25,0,0,2582,61,0,0,0.0,561003820,2,1,4,1,SR000561,0.36,0.0,0,0.17,0,0,0,17,0,3,1,16,3,6309,5.0,0,0,2.8,3,2004,2
0,0,4,10,0,1,45,0,0,336,71,0,0,0.418,08YU10105000,1,5,3,4,0,0.66,0.0,0,0.09,000000YU1001,0,0,48,0,1,0,17,2,500,4.0,0,0,3.5,3,2004,2
0,1,4,10,0,1,25,0,0,1924,7,0,0,0.188,1.18E+11,1,5,3,0,0,0.2,0.0,0,0.16,40300,0,0,26,0,4,0,17,3,5252,3.0,0,0,3.5,3,2004,2
0,0,4,11,0,1,30,0,0,1569,31,0,0,5.15,3.469E+11,1,4,4,4,0,1.11,0.06,0,0.61,,0,0,8,0,4,14,16,3,13275,3.4,0,0,0.0,3,2004,2
0,0,4,8,0,1,35,0,0,344,85,0,0,0.0,S00084017700,1,3,4,4,SR000084,0.38,0.0,0,0.76,0,0,0,10,0,4,3,17,3,6480,3.2,0,0,2.7,3,2004,2
0,0,1,9,0,1,35,0,0,897,141,0,0,37.09,7.1013E+11,1,2,3,4,23,0.73,0.0,0,0.55,SR0230000000,0,0,77,0,3,14,14,3,7430,3.8,0,0,0.0,3,2004,2
0,0,4,9,0,1,25,0,0,1457,39,0,0,9.946,2.0009E+11,1,5,4,4,9,0.58,0.0,0,0.11,0,0,0,101,0,2,7,16,3,2800,3.4,0,0,4.5,3,2004,2
8,0,4,7,0,1,35,0,0,2953,119,0,0,0.0,30024012370,2,5,4,3,24,0.6,0.0,0,0.42,3002400,0,0,82,0,7,1,16,3,34000,4.0,0,0,0.0,3,2004,2
84,0,4,8,0,1,65,0,1,4164,77,205,1,4.582,1.00205E+11,2,5,5,0,205,0.601,0.0,0,1.16,20501,0,0,0,0,10,0,11,3,92500,10.0,0,0,0.0,1,2004,2
0,0,0,12,0,1,55,0,3,2073,83,0,0,8.83,1.00003E+11,2,4,6,0,20,2.52,0.31,0,0.32,201402200,0,0,0,0,3,7,6,0,5478,6.3,0,0,2.5,3,2004,2
0,0,2,13,0,1,40,0,0,2209,113,0,0,0.0,636001950,2,5,4,4,0,0.64,0.0,0,0.63,0,0,0,38,0,5,8,16,3,17558,3.4,0,0,4.1,3,2004,2
0,0,2,11,0,1,40,0,0,3396,29,0,0,0.947,210402M20947,2,5,4,2,_FM3487_,2.037,0.0,0,0.83,000FM3487000,0,0,28,0,9,3,14,3,45653,4.5,0,0,0.0,3,2004,2
0,0,4,8,0,1,50,0,0,1649,201,0,0,21.211,318701M01000,1,5,4,3,_SH0099_,0.826,0.0,0,0.23,000SH0099000,0,0,15,0,1,1,12,3,8500,4.7,0,0,0.0,2,2004,2
0,0,4,12,0,1,55,0,0,1560,109,0,0,6.132,76155D0034EG,1,5,4,4,34,1.38,0.26,0,0.1,0,0,0,244,0,1,5,16,3,1979,3.4,0,0,0.0,3,2004,2
0,0,4,10,0,1,25,0,0,3000,23,0,1,8.761,P00019008761,2,5,4,4,1,0.139,0.0,0,0.15,1900,0,0,0,0,1,2,14,2,4410,3.5,0,0,0.0,3,2004,1
0,0,4,8,0,1,30,0,0,1318,15,0,0,0.0,21340,1,4,3,0,0,0.86,0.0,0,0.07,0,0,0,43,0,2,0,17,2,1800,3.0,0,0,1.6,3,2004,2
0,0,1,10,0,1,25,0,0,857,77,0,0,0.0,539A0150035X,2,3,4,4,0,0.106,0.0,0,0.93,0,0,0,68,0,4,0,17,2,7915,5.0,0,0,0.0,2,2004,1
0,0,4,12,0,1,35,0,0,344,71,0,0,0.483,08RTC0100000,1,5,4,4,0,2.53,0.0,0,0.7,000000RTC001,0,0,48,0,3,10,17,2,3308,2.5,0,0,4.0,3,2004,2
0,0,0,12,0,1,65,0,1,2401,57,0,1,0.0,034   006 92,2,5,4,0,34,6.93,0.0,0,0.07,3400,0,0,0,0,1,8,2,0,1365,4.8,0,0,0.0,3,2004,2
0,0,2,11,0,1,35,0,0,1354,59,0,0,0.0,2.90065E+11,1,5,4,3,0,0.3,0.0,0,0.36,0,0,0,8,0,4,1,17,3,7114,3.1,0,0,4.2,3,2004,2
58,1,0,13,0,1,75,0,1,3028,87,90,1,353.98,90353980,2,5,5,0,0000090E,4.0,0.0,0,0.21,9000,0,0,0,1,1,0,1,0,9430,10.0,0,0,0.0,1,2004,2
0,0,4,11,0,1,25,0,0,347,119,0,0,0.0,17083,1,5,5,4,0,0.3,0.0,0,0.63,0,0,0,11,0,3,3,17,3,3950,8.0,0,0,3.7,3,2004,2
0,0,4,9,0,1,35,0,0,663,33,0,1,3.08,61003080,1,5,4,4,SR000061,0.77,0.0,0,0.45,6100,0,0,0,0,2,2,14,3,6301,3.0,0,0,2.9,3,2004,2
74,0,0,8,0,1,55,0,2,3618,139,0,0,7.9,6.90021E+11,2,4,4,0,US00211,1.32,0.0,0,0.15,000US0021100,0,0,0,0,3,1,2,0,13380,5.0,0,0,0.0,3,2004,2
0,0,4,11,0,1,30,0,0,1698,9,0,0,0.0,DA0405000000,1,3,4,4,405,0.49,0.0,0,0.29,0,0,0,406,0,4,5,17,3,8100,3.1,0,0,4.9,3,2004,2
0,0,3,10,0,1,20,0,0,1355,35,0,0,12.46,30016012460,2,4,6,3,16,0.2,0.0,0,0.15,3001600,0,0,345,0,1,1,14,2,1900,3.0,0,0,2.3,3,2004,1
0,0,0,13,0,1,55,0,1,1999,31,0,0,0.0,43383,2,5,4,0,0,1.013,0.0,0,0.04,0,0,0,0,0,1,1,7,0,580,3.8,0,0,3.6,3,2004,2
0,0,4,9,0,1,25,0,0,1732,3,0,0,12.39,A071012390,1,3,4,0,71,0.17,0.0,0,0.22,71000,0,0,47,0,3,0,14,3,7400,4.6,0,0,0.0,3,2004,2
0,0,1,9,0,1,40,0,0,2587,13,0,1,1.092,U05203001092,2,5,4,1,87,0.854,0.0,0,0.45,520300,0,0,210,0,6,5,14,2,21293,3.1,0,0,0.0,3,2004,2
0,0,4,10,0,1,55,0,0,347,51,0,0,0.0,41600008200,1,5,4,4,1600,0.1,0.0,0,0.85,4160000,0,0,221,0,3,1,17,3,4300,3.4,0,0,4.8,3,2004,2
0,0,4,13,0,1,35,0,0,1508,33,0,0,3.428,25980002130,1,4,4,0,0,0.1,0.0,0,0.37,002598100H00,0,0,0,0,3,0,16,3,7830,3.1,0,0,3.4,3,2004,2
0,0,4,10,0,1,35,0,0,1511,81,0,0,0.0,14120120020A,1,5,3,4,0,0.298,0.0,0,0.08,0,0,0,274,0,3,2,17,3,2126,2.7,0,0,0.0,3,2004,2
0,0,0,13,0,1,55,0,3,2827,173,0,0,0.0,8.78801E+11,2,1,3,3,0,2.03,0.0,0,0.6,,0,0,0,0,4,0,7,0,13030,2.9,0,0,3.5,3,2004,2
0,0,4,10,0,1,65,0,0,1603,145,0,1,12.69,7782012690,1,1,4,0,60,0.015,0.0,0,0.18,778200,0,0,0,0,1,0,12,3,5458,6.0,0,0,3.0,2,2004,2
0,0,4,11,0,1,25,0,0,345,5,0,0,0.644,FW0124000400,1,5,4,4,124,0.78,0.0,0,0.37,0,0,0,118,0,3,4,17,3,2300,3.1,0,0,4.1,3,2004,2
81,0,4,9,0,1,55,0,0,3926,41,81,1,19.722,12100810454A,2,5,6,0,I 081,0.505,0.0,0,0.61,21008100,0,0,0,0,5,0,11,3,48101,6.7,0,0,0.0,1,2004,2
0,0,4,10,0,1,35,0,0,471,19,0,0,0.472,1.23903E+11,1,1,2,4,UNIVERSI,0.263,0.0,0,0.36,12390300,0,0,245,0,2,4,16,1,3018,3.1,0,0,3.0,3,2004,2
0,0,0,14,0,1,30,0,1,2233,145,0,0,268.02,07173C0004AA,2,5,4,0,4,0.59,0.0,0,0.06,0,0,0,0,0,1,1,7,0,880,3.3,0,0,0.0,3,2004,2
0,0,4,10,0,1,25,0,0,1634,77,0,0,0.0,1.21276E+11,1,2,3,4,0,0.26,0.0,0,0.13,0,0,0,0,0,3,2,17,3,3599,3.0,0,0,2.9,3,2004,2
0,0,4,11,0,1,35,0,0,1443,81,0,0,0.0,56012380,1,5,3,4,0,0.07,0.0,0,0.05,0,0,0,177,0,1,1,16,3,964,3.4,0,0,2.5,3,2004,2
0,0,0,16,0,1,65,0,1,1236,2,000A4,1,174.5,3707000000,2,1,3,0,000A4,27.221,0.0,0,0.24,1700000000,0,0,0,0,1,10,1,0,1830,4.3,0,0,0.0,3,2004,2
0,0,4,9,0,1,30,0,0,1408,15,0,0,19.51,2.0213E+11,1,4,4,4,213,0.1,0.0,0,0.45,2.0213E+11,0,0,4,0,4,1,14,1,13525,4.0,0,0,0.0,3,2004,2
0,0,2,10,0,1,35,0,0,1900,33,0,0,0.0,1.20139E+11,2,4,4,2,0,0.976,0.0,0,0.5,0,0,0,20,0,5,6,16,3,17923,3.1,0,0,3.2,3,2004,2
0,0,2,9,0,1,40,0,0,1254,39,0,0,0.0,20119A000000,2,3,4,4,119,0.08,0.0,0,0.35,0,0,0,101,0,2,1,16,3,4800,3.4,0,0,3.1,3,2004,1
0,0,4,8,0,1,65,0,1,1273,5,0,1,124.794,SSH000000062,2,5,4,0,0000036D,2.388,0.0,0,0.05,036D,0,0,0,0,1,2,6,0,680,3.3,0,0,0.0,3,2004,2
0,0,0,14,0,1,30,0,1,1702,29,0,1,87.68,02215B0002BZ,2,5,6,0,2,0.53,0.0,0,0.41,000000AA1500,0,0,0,0,2,7,2,0,7114,3.8,0,0,0.0,3,2004,2
999,0,0,7,0,1,65,0,1,4981,69,84,1,6.639,13500840060A,3,3,6,0,I 084,0.51,0.0,0,0.17,35008400,0,0,0,0,2,0,1,0,19242,5.2,0,0,0.0,1,2004,2
0,0,2,11,0,1,45,0,0,2102,173,0,0,7.36,6.3008E+11,2,5,3,4,0000NONE,0.93,0.0,0,0.45,630C62500000,0,0,62,0,5,0,14,3,15619,1.7,0,0,3.4,3,2004,2
0,0,4,11,0,1,25,0,0,344,71,0,0,0.0,08RTG4100000,1,4,3,4,0,0.5,0.0,0,0.04,000000RTG401,0,0,0,0,1,3,17,3,200,1.5,0,0,1.0,3,2004,2
0,0,4,10,0,1,35,0,0,1564,1,0,0,34.086,2.0036E+11,1,2,4,4,36,0.57,0.0,0,0.15,,0,0,285,0,2,1,16,3,3450,3.4,0,0,0.0,3,2004,2
20,0,4,10,0,1,55,0,0,6437,189,0,1,229.502,18229502,3,5,5,0,40,1.299,0.0,0,1.02,1800,0,0,11,0,5,0,12,3,119330,10.0,0,0,0.5,1,2004,2
74,0,4,8,0,1,55,0,0,3592,21,0,1,2.101,11LH09210584,2,5,4,3,90000000,0.618,0.0,0,0.08,0HIGHWAY6011,0,0,33,0,3,6,14,3,6288,5.0,0,0,4.8,3,2004,2
12,0,4,8,1,1,55,1,0,6187,163,0,1,2.756,8.20001E+11,3,1,5,0,39,0.149,0.145,0,0.56,1592408,0,0,5,1,4,0,12,3,84564,9.0,0,0,0.0,1,2004,2
0,0,0,17,0,1,50,0,0,1735,67,0,0,6.309,3240  009 98,2,1,1,0,0,5.92,0.0,0,0.02,324000,0,0,0,0,1,5,7,0,109,0.0,0,0,0.0,3,2004,2
46,0,4,9,0,1,55,0,0,4157,81,196,1,9.68,4.10002E+11,2,1,5,0,196,0.601,0.0,0,0.96,406305,0,0,61,0,4,0,11,3,83600,10.0,0,0,0.0,1,2004,2
0,0,4,11,0,1,25,0,0,343,143,0,0,1.11,WCLEVE000690,1,5,4,4,0,0.44,0.0,0,0.61,0,0,0,297,0,3,8,17,3,3800,3.1,0,0,1.5,3,2004,2
10,0,3,8,0,1,35,0,0,4818,13,0,1,0.0,SSH000000099,3,5,4,3,0000036E,0.276,0.076,0,0.26,036E,0,0,238,0,7,0,14,3,27100,3.0,0,0,0.0,3,2004,2
0,0,0,9,0,1,55,0,3,621,25,0,0,14.629,1.3063E+11,2,1,2,0,60,1.8,0.4,0,0.4,0,0,0,0,0,2,8,7,0,2700,2.5,0,0,2.6,3,2004,2
44,0,0,10,0,1,55,0,1,3597,79,0,0,2.06,809002060,2,5,4,0,71,6.87,0.0,0,0.07,80900,0,0,0,0,2,7,6,0,4800,5.5,0,0,0.0,3,2004,2
0,0,4,11,0,1,35,0,0,3015,29,0,0,1.625,37890001010,2,5,4,2,0,0.1,0.0,0,0.44,003789100H00,0,0,351,0,5,1,16,3,17220,3.4,0,0,4.2,3,2004,2
0,0,0,16,0,1,55,0,1,0,121,0,0,0.0,174253,2,5,1,0,0,0.497,0.0,0,0.0,0,0,0,0,0,1,0,7,0,260,0.0,0,0,0.0,3,2004,2
0,0,4,11,0,1,55,0,1,3899,157,0,1,10.96,S01501010960,2,5,4,2,64,0.66,0.0,0,0.33,79SR01500100,0,0,34,0,5,1,14,3,17050,3.9,0,0,0.0,3,2004,2
0,0,4,7,0,1,55,0,1,1395,61,0,0,0.0,16285,2,5,2,0,0,0.53,0.0,0,0.02,0,0,0,0,0,1,0,7,0,275,4.0,0,0,2.0,3,2004,2
20,0,4,9,0,1,30,0,0,1971,7,0,0,0.0,M36004000250,2,5,4,3,0,0.249,0.0,0,0.36,0,0,0,214,0,4,1,16,1,13100,3.6,0,0,3.8,3,2004,2
0,0,4,8,0,1,40,0,0,344,51,0,0,4.039,77700202510,1,5,4,4,0,1.69,0.0,0,0.18,51207770000,0,0,100,0,2,0,17,3,1360,3.1,0,0,4.0,3,2004,2
0,0,4,11,0,1,35,0,0,1569,41,0,0,0.0,2.00068E+11,1,5,4,4,0,0.11,0.0,0,0.25,0,0,0,55,0,3,1,16,3,5743,3.4,0,0,4.0,3,2004,2
64,0,0,11,0,1,70,0,1,3885,119,75,1,17.521,1.813E+11,2,5,4,0,I    75,3.479,0.0,0,0.7,1813000000,0,0,0,0,5,0,1,0,44109,4.0,0,0,4.5,1,2004,2
0,0,4,10,0,1,25,0,0,3018,63,0,0,0.0,U08114000289,2,5,3,4,0,0.357,0.0,0,0.14,0,0,0,338,0,2,5,16,2,4070,1.3,0,0,2.8,3,2004,1
0,0,4,11,0,1,25,0,0,474,123,0,0,1.16,177613,1,5,5,4,0,0.199,0.0,0,0.44,257700,0,0,0,0,2,0,16,2,2910,6.0,0,0,3.3,3,2004,2
0,0,4,8,0,1,40,0,1,1754,113,0,0,0.0,FU8001000000,1,5,4,4,8001,0.81,0.0,0,0.07,0,0,0,109,0,1,2,16,3,2280,3.4,0,0,3.3,3,2004,2
0,0,0,10,0,1,65,0,1,1408,41,0,0,0.0,S2106 035430,2,5,4,0,0,1.489,0.0,0,0.2,0,0,0,0,0,2,0,7,0,2800,2.5,0,0,0.0,2,2004,2
999,0,4,9,0,1,55,1,0,8357,51,205,1,24.63,640024630,4,4,5,0,205,0.25,0.0,0,0.91,006400100S00,1,0,27,1,6,0,11,3,137000,10.0,0,0,0.0,1,2004,2
0,0,4,11,0,1,20,0,1,342,177,0,0,0.0,6.10395E+11,1,4,4,4,0000NONE,0.23,0.0,0,0.92,0,0,0,134,0,4,2,17,3,5176,1.1,0,0,2.6,3,2004,2
0,0,2,10,0,1,45,0,0,2558,125,0,0,148.562,S00069017900,2,1,4,2,69,0.6,0.0,0,0.41,000S12506900,0,0,183,0,5,3,14,3,18651,4.0,0,0,0.0,3,2004,2
0,0,4,11,0,1,35,0,0,1331,133,0,0,0.0,16601810160A,1,5,4,4,PA181,0.344,0.0,0,0.42,0,0,0,152,0,3,3,16,2,9142,1.6,0,0,0.0,3,2004,2
0,0,4,12,0,1,35,0,0,1539,57,0,0,2.704,7.00057E+11,1,3,3,4,57,0.74,0.0,0,0.04,000S-0057000,0,0,0,0,1,1,17,3,750,3.0,0,0,1.5,3,2004,2
0,0,0,9,0,1,40,0,1,2372,17,0,0,14.548,2.0227E+11,2,3,4,0,227,1.06,0.0,0,0.22,,0,0,0,0,3,8,7,0,5725,3.3,0,0,0.0,3,2004,2
0,0,4,13,0,1,25,0,0,3010,151,0,0,0.0,504002580,2,5,6,0,504,0.03,0.0,0,0.56,0,0,0,79,0,6,0,17,3,21548,5.5,0,0,3.5,3,2004,2
0,0,4,9,0,1,30,0,0,1610,21,0,0,0.0,2.018E+11,1,2,4,4,180,0.42,0.0,0,0.06,2.018E+11,0,0,0,0,1,3,16,3,1450,3.4,0,0,0.0,3,2004,2
18,0,4,11,0,1,55,0,0,8372,41,0,0,10.96,2.00015E+11,4,5,4,0,SR00150,2.28,0.0,0,0.44,000SR0015000,0,0,55,0,3,0,12,3,54318,6.0,0,0,0.0,1,2004,2
60,0,0,7,1,1,65,0,1,3677,35,69,1,44.71,69044710,2,5,6,0,69,7.07,0.0,0,0.28,IN0690000000,0,0,0,1,3,0,1,0,27986,5.5,0,0,0.0,1,2004,2
0,1,0,9,0,1,35,0,2,2143,1,0,0,4.57,410005030,2,5,6,0,000DEL41,0.46,0.0,0,0.18,4100,0,0,0,0,2,2,6,0,4094,5.2,0,0,2.8,3,2004,2
0,0,1,18,0,1,30,0,0,708,95,0,0,1.143,63801300710,1,3,4,4,0,0.01,0.0,0,0.16,95306380100,0,0,209,0,2,0,17,3,1100,3.1,0,0,3.8,3,2004,2
0,1,3,10,0,1,35,0,0,1874,3,0,0,2.446,8244001520,2,4,4,2,0,0.249,0.0,0,0.85,0,0,0,170,0,7,3,16,3,30500,3.4,0,0,3.4,3,2004,2
0,0,4,10,0,1,45,0,0,1641,245,0,0,541.803,020015A10037,1,5,2,0,_US0069_,0.444,0.0,0,0.17,000US0069001,0,0,135,0,3,0,17,3,4570,2.9,0,0,0.0,3,2004,2
0,0,2,10,0,1,35,0,0,2141,21,0,0,8.31,20025008310,2,4,4,2,25,0.52,0.08,0,0.78,2002500,0,0,193,0,7,2,14,3,32000,3.9,0,0,3.9,2,2004,2
76,0,4,10,0,1,65,0,1,3860,39,5,1,195.8,10195800,2,4,5,0,5,1.6,0.0,0,0.63,000100100S00,0,0,161,0,2,0,11,3,44000,11.0,0,0,0.0,1,2004,2
25,0,4,8,0,1,55,1,0,6304,1,95,1,0.08,A095000080,3,5,6,0,95,0.2,0.0,0,0.97,95000,1,0,51,1,6,0,11,3,127200,7.4,0,0,0.0,1,2004,2
0,0,2,8,0,1,35,0,1,1586,11,0,0,38.122,2.00032E+11,2,2,3,3,101,0.229,0.0,0,1.17,000000S10100,0,0,0,0,5,0,2,3,23092,3.0,0,0,2.6,3,2004,2
16,0,4,9,0,1,25,0,0,481,19,0,0,3.219,06F373098000,1,4,3,4,0,0.5,0.0,0,0.22,000000F37301,0,0,80,0,1,3,16,2,2249,2.0,0,0,4.3,3,2004,2
14,0,4,10,0,1,55,0,0,3883,113,0,1,3.73,S18601003730,2,5,4,0,000045BP,0.26,0.0,0,0.74,57SR18600100,0,0,359,0,8,0,14,3,43430,3.8,0,0,0.0,3,2004,2
48,0,4,10,0,1,65,0,0,4046,1,87,1,0.0,3.00417E+11,2,4,6,0,0000087I,0.33,0.0,0,0.77,0087I1107400,0,0,41,0,3,0,11,3,50996,5.3,1,0,4.0,1,2004,2
0,0,4,12,0,1,30,0,0,1310,109,0,0,0.0,74255D0002AC,1,4,3,4,2,0.18,0.0,0,0.44,0,0,0,244,0,3,4,16,2,8000,3.4,0,0,0.0,3,2004,2
9,0,4,10,0,1,55,0,0,3610,109,0,1,214.25,72255B0014AA,2,5,6,0,14,1.07,0.0,0,0.94,000000B05500,0,0,244,0,3,0,12,3,61111,4.1,0,0,0.0,2,2004,2
0,0,0,10,0,1,45,0,4,718,19,0,0,7.23,S15901007230,2,5,4,0,321,0.03,0.0,0,0.27,10SR15900100,0,0,0,0,1,0,2,0,1900,3.9,0,0,0.0,3,2004,2
0,0,4,11,0,1,25,0,0,1710,51,0,0,0.917,6100000570,1,2,4,3,0,0.1,0.0,0,0.38,000610100H00,0,0,27,0,5,3,17,3,10030,3.1,0,0,2.7,3,2004,2
56,0,4,12,0,1,65,0,0,3683,71,0,1,134.64,S00002020440,2,5,4,5,72,0.69,0.0,0,0.24,000S07100200,0,0,0,0,3,4,14,3,12143,4.1,0,0,0.0,3,2004,2
0,0,4,9,0,1,40,0,0,1665,13,0,0,24.48,A083024480,1,4,4,4,83,0.6,0.0,0,0.09,83000,0,0,43,0,2,2,14,3,2500,3.3,0,0,0.0,3,2004,2
0,0,4,11,0,1,50,0,0,2961,163,0,0,27.665,243853,2,5,5,0,130,0.093,0.0,0,0.29,13000,0,0,74,0,4,0,16,3,12000,8.0,0,0,2.9,3,2004,2
24,0,4,10,0,1,30,0,0,1016,201,0,0,31.456,B68857M19546,2,5,5,3,0,0.92,0.0,0,0.14,000B68857000,0,0,15,0,3,8,17,3,2230,8.0,0,0,2.5,3,2004,2
0,0,4,10,0,1,55,0,1,1332,35,0,1,6.904,A00111004290,1,5,4,4,111,1.11,0.0,0,0.33,11100,0,0,53,0,3,1,16,3,7755,3.0,0,0,0.0,3,2004,2
0,0,2,10,0,1,25,0,0,1318,13,0,0,0.28,507B0060020X,2,5,3,4,0,0.35,0.0,0,0.42,000007B00600,0,0,175,0,3,3,14,1,5533,1.0,0,0,0.0,3,2004,1
0,0,2,11,0,1,25,0,4,835,159,0,0,7.902,K0040 004910,2,4,4,4,40,5.27,0.0,0,0.33,KY0040_00000,0,0,0,0,2,13,7,0,2502,4.7,0,0,0.0,3,2004,2
0,0,1,12,0,1,35,0,0,1853,201,0,0,41.525,T00134M41525,1,5,6,3,0,0.76,0.0,0,0.69,000T00134000,0,0,15,0,5,4,14,3,17511,6.4,0,0,3.2,3,2004,2
0,0,4,10,0,1,35,0,0,1641,201,0,0,0.0,AA3732M00000,1,5,2,0,0,0.633,0.0,0,0.01,000AA3732000,0,0,15,0,1,0,17,3,272,2.4,0,0,0.0,3,2004,2
22,0,4,11,0,1,65,0,0,7906,1,40,1,235.19,10040235190,4,5,4,0,40,1.36,0.0,0,0.66,1004000,0,0,271,1,4,0,11,3,91000,6.2,0,0,4.5,1,2004,2
31,0,2,11,0,1,30,0,0,3310,11,0,0,1.207,8.65305E+11,3,3,4,1,0,0.16,0.0,0,0.91,8653050000,0,0,21,0,9,0,16,3,49500,2.0,0,0,4.0,3,2004,2
0,0,4,10,0,1,20,0,0,1372,39,0,0,0.0,5430002310,1,5,4,0,0,0.223,0.0,0,0.04,0,0,0,0,0,1,0,17,2,820,4.0,0,0,5.0,3,2004,2
30,0,4,12,0,1,45,0,0,3318,113,0,0,17.76,S00101017760,2,5,4,4,70,0.1,0.0,0,0.26,57SR00100100,0,0,359,0,4,1,14,3,12430,5.5,0,0,0.0,3,2004,2
23,0,2,8,0,1,35,0,0,1615,2,0,0,26.191,129042150,2,4,4,3,PR 129,0.124,0.0,0,0.86,12900,0,0,377,0,7,0,14,3,26500,3.6,0,0,0.0,3,2004,2
0,1,4,11,0,1,40,0,1,1732,9,0,0,0.491,842001050,1,3,3,0,0,0.2,0.0,0,0.42,10700,0,0,0,0,4,0,16,3,10800,3.4,0,0,4.9,3,2004,2
0,0,2,10,0,1,25,0,0,482,45,0,0,0.0,2.30606E+11,1,4,4,4,0,0.34,0.0,0,0.2,0,0,0,231,0,2,2,17,3,1600,3.1,0,0,2.7,3,2004,2
8,0,1,9,0,1,35,0,0,2621,79,0,1,0.0,14000930160A,2,1,3,3,PA093,0.126,0.0,0,0.06,0,0,0,449,0,6,0,16,3,23537,7.0,0,0,0.0,3,2004,2
60,0,0,13,0,1,55,0,2,3578,19,0,1,43.28,20017043280,2,5,4,0,17,1.04,0.0,0,0.59,2001700,0,0,0,0,5,3,2,0,27000,3.5,0,0,4.8,2,2004,2
0,0,2,12,0,1,45,0,0,1193,45,0,0,0.0,10020000000,1,4,4,3,20,0.863,0.05,0,0.67,2001,0,0,0,1,4,5,16,3,11000,3.8,0,0,2.8,3,2004,2
0,0,4,10,0,1,45,0,0,1641,79,0,0,0.0,14000920040A,1,5,6,4,PA092,0.469,0.0,0,0.23,0,0,0,281,0,3,1,16,3,5804,4.0,0,0,0.0,3,2004,2
0,0,0,14,0,1,35,0,1,0,15,0,0,0.0,425125930,2,2,1,0,0,6.33,0.0,0,0.0,0,0,0,0,0,1,0,7,0,80,0.0,0,0,0.0,3,2004,2
60,0,0,12,0,1,65,0,1,4017,55,94,1,275.39,15077,2,5,4,0,94,2.37,0.0,0,0.7,9.40E+01,0,0,0,0,4,0,1,0,39000,5.2,0,0,0.0,1,2004,2
0,0,1,11,0,1,45,0,0,2048,193,0,0,0.0,295219,2,5,5,4,0,0.578,0.0,0,0.23,220100,0,0,156,0,3,0,16,2,6340,6.0,0,0,3.6,3,2004,2
0,0,4,10,0,1,35,0,0,1641,245,0,0,16.576,B00253M10300,1,5,6,0,0,0.995,0.0,0,0.09,000B00253000,0,0,135,0,3,0,17,3,2220,5.6,0,0,0.0,3,2004,2
0,0,1,10,0,1,35,0,0,1258,79,0,1,1.13,7401001130,1,5,4,3,28,3.27,0.0,0,0.58,740100,0,0,266,0,4,1,14,3,13200,4.2,0,0,0.0,3,2004,2
0,0,4,12,0,1,55,0,1,2799,151,0,1,14.834,7.40004E+11,2,5,6,0,46,2.575,0.0,0,0.23,1014806,0,0,0,0,2,2,2,0,5292,5.1,0,0,0.0,3,2004,2
50,0,4,9,0,1,65,0,0,4008,159,0,1,12.37,33012370,2,4,6,0,US000033,0.22,0.0,0,0.49,3300,0,0,0,0,4,0,12,3,36631,4.4,0,0,4.1,1,2004,2
