received_date,Auth_Description,Op_Name,Short Notice Short Notice,Description,Variation Number Variation Number,Service_Type_Other_Details
10/11/06,Strathclyde Partnership for Transport,SCOTTISH CITYLINK COACHES LTD,Yes,Standard National,2,"Monday to Sunday

This service will not operate on 25th, 26th Dec & 1st, 2nd Jan."
02/03/17,The City of Edinburgh Council,E & M HORSBURGH LTD,No,Standard National,3,Monday to Saturday
06/03/15,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,16,Revised timetable; some journeys between Dunfermline and High Valleyfield withdrawn
29/10/10,Stirling Council,MIDLAND BLUEBIRD LTD,No,Standard National,7,"Monday to Friday

No service on 25/26 Dec or 1/2 Jan"
13/11/08,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,2,Monday to Sunday service.
02/03/09,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,1,"Monday to Saturday, Hourly.

No service 25/26 Dec, 1/2 Jan; Limited service 24-31 Dec."
26/05/21,South Ayrshire Council,WESTERN BUSES LIMITED,No,Standard International,36,Timetable amendment due to revision of SPT contract on servie 343
04/02/09,Stirling Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,3,"Monday to Friday

No service on 25/26 Dec or 1/2 Jan"
12/02/16,The City of Edinburgh Council,LOTHIAN BUSES LIMITED,No,Standard International,13,see file
30/03/12,East Lothian Council,SCOTTISH CITYLINK COACHES LTD,No,Standard National,1,27th May 2012 and on similar dates in subsequent years in conjunction with the Edinburgh Marathon
12/12/12,West Lothian Council,MCGILLâS SCOTLAND EAST LIMITED,Yes,Standard National,3,"MON-FRID OUTWARD 07:15-16:23, INWARDS 08:48-17:30
SAT OUTWARD 08:03-16:23 iNWARDS 09:18-17:30
SUN OUTWARD 10:08-16:23 INWARD 11:15-17:30"
02/04/08,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,5,
27/03/20,East Lothian Council,EAST COAST BUSES LIMITED,Yes,Standard National,4,"Saturday & Sunday
TEMPORARY VARIATION - COVID 19 - SERVICE SUSPENDED"
06/04/18,Argyll & Bute Council,SCOTTISH CITYLINK COACHES LTD,No,Standard National,24,"Monday to Sunday

This service will not operate on 25th, 26th Dec & 1st, 2nd Jan."
05/04/17,Strathclyde Partnership for Transport,CRAIG OF CAMPBELTOWN LTD,No,Standard International,1,Daily
05/07/21,Fife Council,BAY TRAVEL COACHES LTD,No,Standard International,0,Schooldays only
06/02/06,The City of Edinburgh Council,MCGILLâS SCOTLAND EAST LIMITED,No,Standard National,2,
01/07/16,Scottish Borders Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,5,
28/10/05,Clackmannan Council,MIDLAND BLUEBIRD LTD,No,Standard National,9,"This service will not operate 25, 26 December, 1, 2 January.
Saturday timetable:27/30/31 December."
09/06/22,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,9,Hourly Service
11/10/12,Highland Council,HIGHLAND COUNTRY BUSES LTD,Yes,Standard National,1,Mon - Sat infrequent timetable due to Summer/Winter variants.
19/10/06,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,18,"Daily, as per schedules.  This service will not operate 25 December, 1 January.saturday service 27/30 Dec & 3 Jan.  Special timetable will operate on local and national public holidays"
12/05/23,Fife Council,SCOTTISH CITYLINK COACHES LTD,No,Standard National,22,
18/06/15,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,1,New- replacing operation by Rennies of Dunfermline
06/02/04,The City of Edinburgh Council,MAC TOURS LTD,No,Standard National,3,"Daily.  Hourly frequency.  This service will not operate 25, 26 December, 1 January"
28/08/09,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,No,Standard National,11,"25 Dec or 1 Jan.Special service to operate. 
Curtailed service to operate 
26 Dec, 2 Jan and all public/local holidays, and on similar dates in subsequent years."
11/11/22,Angus Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,0,Boxing Day and 2 January timetable
25/01/21,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,4,"Service suspended due to Covid 19

(Service prior was: Revised Times, adds LA3)"
12/07/13,The City of Edinburgh Council,LOTHIAN BUSES LIMITED,No,Standard International,31,No service 25 & 26 Dec& 1 Jan Sun service on 2 Jan & Sat service on all other local & Bank Holidays
03/03/15,Strathclyde Partnership for Transport,DA COACHES LTD,No,Standard International,3,Monday to Saturday
20/10/20,Strathclyde Partnership for Transport,MCGILL'S BUS SERVICE LTD,Yes,Standard National,4,"Service operates Monday to Saturday 0700 - 1800 and Sunday 0845 - 1800
No service 25 Dec or 1 Jan"
23/02/17,Strathclyde Partnership for Transport,FIRST GLASGOW (NO2) LTD,No,Standard National,19,"Good Friday - Saturday T/T.
No service - Easter Monday, Mayday, Queen's Birthday, Glasgow Fair, Autumn.
No service - Christmas Day & New Years Day.
No service - Boxing Day and 2 January."
10/12/02,The City of Edinburgh Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,3,Daily. Curtailed service: 24/25/26/27/30/31 Dec & 1/2/3 January.
27/03/23,Strathclyde Partnership for Transport,WESTERN BUSES LIMITED,No,Standard International,15,Easter Monday and May Day holidays service levels increased to match normal service levels
01/07/22,The City of Edinburgh Council,WESTERN BUSES LIMITED,No,Standard International,6,Service variations due to emergency situation
23/10/14,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,No,Standard International,0,Boxing Day & 2nd January service only - operating hourly.
01/06/18,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,No,Standard National,11,Daily
20/03/20,Strathclyde Partnership for Transport,WESTERN BUSES LIMITED,Yes,Standard International,22,Service variation due to emergency situation
25/06/10,Dumfries & Galloway Council,WESTERN BUSES LIMITED,No,Standard International,9,Route changed between Garroch Roundabout (A75) & junction of A780 & A711 to Garroch Loaning and Dalbeattie Road (A711) instead of Castle Douglas Road (A780).
17/02/20,Highland Council,HIGHLAND COUNTRY BUSES LTD,No,Standard National,2,one return journey Monday to Friday school days
06/01/22,Falkirk District Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,18,
07/08/15,The City of Edinburgh Council,LOTHIAN BUSES LIMITED,No,Standard International,25,"No service 25 & 26 Dec & 1 Jan
Sun service on 2 Jan & Sat service for all local & bank holidays"
04/12/20,Strathclyde Partnership for Transport,MIDLAND BLUEBIRD LTD,No,Standard National,5,Saturday only
12/02/16,Midlothian Council,LOTHIAN BUSES LIMITED,No,Standard International,19,"Mon-Fri, Sat & Sun"
11/09/17,Highland Council,HIGHLAND COUNTRY BUSES LTD,No,Standard National,2,Infrequent service
12/07/10,Midlothian Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,25,"Monday to Sunday service.
curtailed service on the 26th of December and the 1st of January."
23/03/20,Argyll & Bute Council,CRAIG OF CAMPBELTOWN LTD,Yes,Standard International,26,Service varied due to Covid 19
29/08/02,Angus Council,TAYSIDE PUBLIC TRANSPORT CO LTD,Yes,Standard National,1,"Daily
Sunday timetable on 3 June 2002 and 22 July 2002"
31/03/21,Strathclyde Partnership for Transport,MCGILL'S BUS SERVICE LTD,No,Standard National,0,Monday to Saturday
28/09/12,Aberdeen City Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,4,"Approximately every 20 mins to Banchory Monday to Saturday, approximately hourly on Sunday."
05/10/18,Highland Council,SHIEL BUSES LTD,No,Standard National,2,Schooldays only
10/10/18,Aberdeen City Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,5,"Mon-Sat two hourly to/from Aberdeen, Hourly Ellon Town Service. Sunday one journey only."
06/12/19,Strathclyde Partnership for Transport,FIRST GLASGOW (NO2) LTD,No,Standard National,20,"Special service 25 December & 1 January.
Good Friday - Saturday service. 
Sunday service on Easter Monday, Mayday
Holiday service on Queen's Birthday, Glasgow Fair & Autumn holiday.
Boxing Day & 2 January - Sunday service."
15/03/07,Strathclyde Partnership for Transport,WESTERN BUSES LIMITED,No,Standard International,7,"Monday to Saturday.
No service:25/26 December & 1/2 January."
25/06/20,Dumfries & Galloway Council,WESTERN BUSES LIMITED,Yes,Standard International,5,Service revision due to emergency situation
27/03/12,Western Isles Council,PETER MACLENNAN,Yes,Standard National,0,Saturday
23/02/11,Strathclyde Partnership for Transport,MCGILL'S BUS SERVICE LTD,No,Standard National,6,Monday to Saturday
09/11/04,Strathclyde Partnership for Transport,WESTERN BUSES LIMITED,No,Standard International,1,"No service: 25 Dec & 1 Jan.
Curtailed Service: 26 Dec & 2 Jan.
Saturday service: weekdays between 25/12 & 1/1, Easter Monday and May Day.
Early termination: 24 & 31 Dec."
18/06/13,Aberdeen City Council,FIRST ABERDEEN LTD,Yes,Standard National,0,Sunday
20/11/20,Highland Council,HIGHLAND COUNTRY BUSES LTD,Yes,Standard National,1,Up to Hourly Off Peak Mon - Sat
21/04/17,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,15,Revised timetable to improve connections with X58 at Leven.
04/12/02,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,1,"No service 25/26 Dec & 1/2 Jan
Saturday service 27/30 Dec & 3 Jan & all all dates between 27 Dec & 3 Jan and similar dates in subsequent years.
Curtailed service 24/31 Dec."
08/02/21,Falkirk District Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,13,END OF TEMPORARY VARIATION - COVID 19
16/12/02,Stirling Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,1,
,West Lothian Council,LOTHIAN COUNTRY BUSES LIMITED,No,Standard National,2,Daily
05/12/16,Stirling Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,1,School days only.
04/08/16,Aberdeen City Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,0,"Fri/Sat evening only, 1 trip."
14/08/02,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,0,Monday to Saturday (daytime).  Hourly frequency
05/09/12,West Lothian Council,PRENTICE WESTWOOD LTD,Yes,Standard International,2,"Monday to Saturday

No service 25/26 Dec or 1/2 Jan"
11/06/18,North Ayrshire Council,WESTERN BUSES LIMITED,Yes,Standard International,10,"Non chargeable roadworks - High Street, Irvine closed. East Rd & Bank St diversion to Broomlands."
21/04/11,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,No,Standard National,3,"Monday to Sunday

No service 25 Dec or 1 Jan
Sunday service 26th Dec & 2nd Jan, Easter Monday and Mayday
"
05/09/06,West Lothian Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,0,"MONDAY TO FRIDAY (NOT PUBLIC HOLIDAYS)
OUTWARDLY ONLY 08:20"
13/03/06,Perth & Kinross Council,SCOTTISH CITYLINK COACHES LTD,Yes,Standard National,1,
27/06/12,Stirling Council,MIDLAND BLUEBIRD LTD,No,Standard National,7,"Monday to Friday Schooldays only,
"
15/07/20,Midlothian Council,BORDERS BUSES LTD,Yes,Standard National,6,"TEMPORARY VARIATION - COVID 19 revised timetable
Temporary variation - COVID 19 - increased frequency
TEMPORARY VARIATION - COVID 19  - revised timetable"
08/07/08,Aberdeen City Council,DOUGLAS BAIN,No,Standard International,1,Monday to Friday
31/07/03,Aberdeen City Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,3,"No service: 25 & 26, 31 Dec and 1 & 2 Jan,and May day"
24/01/19,East Ayrshire Council,WESTERN BUSES LIMITED,Yes,Standard International,17,"Non chargeable roadworks - normal route resumed on 2nd March 2019 or when High Street, Irvine reopens northbound."
26/02/03,Dumfries & Galloway Council,WESTERN BUSES LIMITED,Yes,Standard International,1,Monday to Sunday.
15/10/04,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,No,Standard International,4,No service: 25 & 26 Dec and 1 & 2 Jan.
21/02/20,Aberdeen City Council,BLUEBIRD BUSES LIMITED,No,Standard International,23,"Mon - Sun half hourly to Peterhead, hourly to Ellon/Newburgh"
06/08/04,Strathclyde Partnership for Transport,SCOTTISH CITYLINK COACHES LTD,No,Standard National,7,
02/05/07,Highland Council,HIGHLAND COUNTRY BUSES LTD,Yes,Standard National,0,This service will operate from 22nd June 2007 until 25th June 2007
20/07/22,Strathclyde Partnership for Transport,WESTERN BUSES LIMITED,No,Standard International,6,Easter Monday and May Day holidays service levels increased
,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,No,Standard International,5,"24 & 31 Dec: Normal service except 2305 ex Stonehaven.
No service: 25 & 26 Dec and 1 & 2 Jan"
25/06/20,Perth & Kinross Council,FIFE SCOTTISH OMNIBUSES LTD,Yes,Standard International,10,"Service varied  due to COVID 19

(Service prior was:Revised timetable)"
06/07/16,Strathclyde Partnership for Transport,SCOTTISH CITYLINK COACHES LTD,Yes,Standard National,27,
26/05/23,Perth & Kinross Council,TAYSIDE PUBLIC TRANSPORT CO LTD,No,Standard National,6,"Saturday and Sunday evenings only

Revised Timetable."
02/08/10,Falkirk District Council,MCGILLâS SCOTLAND EAST LIMITED,Yes,Standard National,1,"Daily, approx hourly service"
12/10/11,Aberdeen City Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,32,Monday to Sunday Hourly
29/03/18,Fife Council,FIFE SCOTTISH OMNIBUSES LTD,No,Standard International,15,Revised timetable
10/04/23,Highland Council,HIGHLAND COUNTRY BUSES LTD,No,Standard National,14,Two journeys per day during school term.
10/12/02,Stirling Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,1,
18/02/08,Strathclyde Partnership for Transport,MCGILL'S BUS SERVICE LTD,No,Standard National,0,"Tuesday, Thursday, Saturday"
10/10/14,Dundee City Council,TAYSIDE PUBLIC TRANSPORT CO LTD,Yes,Standard National,2,Daily
20/06/08,East Lothian Council,LOTHIAN BUSES LIMITED,Yes,Standard International,14,
01/10/15,Strathclyde Partnership for Transport,J M B TRAVEL LTD,No,Standard National,3,Monday to Saturday
19/09/19,Highland Council,CRAIG OF CAMPBELTOWN LTD,No,Standard International,25,Monday to Saturday
01/07/16,Midlothian Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,2,Daily
28/05/21,Dundee City Council,TAYSIDE PUBLIC TRANSPORT CO LTD,Yes,Standard National,42,
31/08/12,Falkirk District Council,MIDLAND BLUEBIRD LTD,No,Standard National,7,"Monday to Friday, Saturday

No service on 25/26 Dec or 1/2 Jan or Easter Monday or May Day Monday"
04/05/10,Dundee City Council,PARKS OF HAMILTON (COACH HIRERS) LTD,Yes,Standard International,2,Daily
21/08/17,Strathclyde Partnership for Transport,SCOTTISH CITYLINK COACHES LTD,No,Standard National,1,Monday to Friday
18/10/19,Highland Council,HIGHLAND COUNTRY BUSES LTD,Yes,Standard National,2,Infrequent Mon - Sat
23/09/13,Scottish Borders Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,4,One journey every Saturday night.
07/01/11,Dundee City Council,TAYSIDE PUBLIC TRANSPORT CO LTD,No,Standard National,0,Monday to Sunday
12/08/02,Strathclyde Partnership for Transport,WESTERN BUSES LIMITED,Yes,Standard International,1,
11/05/07,Perth & Kinross Council,SCOTTISH CITYLINK COACHES LTD,No,Standard National,3,"This service will operate from Friday 6th July 2007 until Monday 9th July 2007 and operates on similar dates in subsequent years. Change to timetable.

"
10/01/20,North Ayrshire Council,WESTERN BUSES LIMITED,Yes,Standard International,18,Irvine High Street North closed. Service diverted until 16.03.20 or when street reopens.
18/05/09,Perth & Kinross Council,MIDLAND BLUEBIRD LTD,No,Standard National,0,Sunday service only
07/08/14,Highland Council,HIGHLAND COUNTRY BUSES LTD,Yes,Standard National,3,Mon - Fri two return journeys. 07:41 journey slight timing alteration.
07/06/23,Fife Council,PRENTICE WESTWOOD LTD,No,Standard International,1,Schooldays only
23/04/20,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,Yes,Standard National,27,"Service varied due to Covid 19

(Service prior was: Service variation due to COVID-19 emergency situation)"
01/12/17,Strathclyde Partnership for Transport,MCGILL'S BUS SERVICE LTD,No,Standard National,2,Daily
03/07/15,Aberdeenshire Council,BLUEBIRD BUSES LIMITED,Yes,Standard International,11,"Approximately hourly Monday to Saturday, 2 hourly Sunday"
19/02/18,North Ayrshire Council,WESTERN BUSES LIMITED,No,Standard International,13,"Additional Journeys AM and PM between Ardrossan and Ayr and return, Easter Monday and May Day reduced to Sunday Service"
13/08/20,Strathclyde Partnership for Transport,BORDERS BUSES LTD,Yes,Standard National,7,Monday to Saturday
29/10/12,West Lothian Council,MIDLAND BLUEBIRD LTD,No,Standard National,4,
21/02/11,Strathclyde Partnership for Transport,FIRST GLASGOW (NO1) LTD,No,Standard National,3,Daily
26/01/09,Falkirk District Council,MIDLAND BLUEBIRD LTD,Yes,Standard National,16,No service: 25/26 December & 1/2 January.
